gene,expression
AL590438.1,0.07068493
ARHGEF16,0.5419178
AL512413.1,0.007853882
MEGF6,3.2750685
MIR551A,0.0
AL513320.1,0.10995434
TPRG1L,10.312146
WRAP73,13.61863
TP73,0.13351598
AL136528.1,0.0
AL136528.2,0.0
TP73-AS1,7.3355255
TP73-AS1-1,0.0
CCDC27,0.03141553
SMIM1,5.898265
LRRC47,23.058996
RN7SL574P,0.20420091
AL365330.1,0.07853882
CEP104,11.286028
DFFB,2.2854795
C1orf174,18.095343
LINC01134,0.24347034
LINC01346,0.03141553
LINC01345,0.21990868
AL805961.1,0.0
AL805961.2,0.07068493
EEF1DP6,0.10995434
LINC01777,0.03926941
AL355602.1,0.0
Z98747.1,0.0
LINC01646,0.0
AJAP1,1.7042923
BX005132.2,0.0
BX005132.1,0.007853882
AL691497.1,0.0
AL139823.1,0.0
Z98259.3,0.007853882
Z98259.2,0.0
Z98259.1,0.0
Z97988.1,0.0
AL365255.1,0.0
MIR4417,0.0
MIR4689,0.0
NPHP4,2.3483105
KCNAB2,2.1912332
CHD5,0.14922374
RPL22,367.51453
AL031847.1,0.4241096
RNF207,7.3669405
ICMT,20.39653
LINC00337,0.14922374
HES3,0.0
GPR153,3.9897718
ACOT7,21.558905
AL031848.2,0.730411
HES2,0.3377169
ESPN,0.9346119
MIR4252,0.0
AL031848.1,0.007853882
TNFRSF25,2.5603654
PLEKHG5,2.395434
NOL9,10.665571
RNU6-731P,0.015707765
AL591866.1,0.06283106
TAS1R1,0.10995434
ZBTB48,8.136621
KLHL21,11.953608
PHF13,17.686941
THAP3,14.545388
DNAJC11,9.715252
LINC01672,0.03926941
AL591163.1,0.40840182
AL590128.2,2.2697718
CAMTA1,127.947586
AL590128.1,0.69114155
AL512330.1,0.015707765
RNU1-8P,0.03926941
CAMTA1-IT1,0.35342467
Z97987.1,0.007853882
AL365194.1,0.24347034
AL359881.3,0.023561645
AL359881.2,0.03141553
AL359881.1,0.06283106
VAMP3,58.189407
Z98884.2,0.06283106
PER3,19.980274
Z98884.1,0.07853882
UTS2,0.023561645
TNFRSF9,1.3822831
AL009183.1,0.0
PARK7,256.0601
Y_RNA,0.007853882
AL034417.4,0.69114155
AL034417.3,2.7724202
ERRFI1,35.12256
AL034417.2,1.0210047
AL034417.1,0.09424658
AL358876.1,0.0
LINC01714,0.023561645
RNU1-7P,0.0
AL358876.2,0.0
RNU6-991P,0.0
SLC45A1,2.7331507
Y_RNA-1,0.0
RERE,51.890594
AL096855.1,0.16493152
SNORA77,1.3744293
AL096855.2,0.0
RPL7P11,0.0
RPL7P7,0.98958915
Y_RNA-2,0.21990868
AL357552.1,0.04712329
AL357552.2,0.51835614
RPL23AP19,0.18849316
ENO1,239.80257
MIR6728,0.007853882
ENO1-IT1,1.2487671
ENO1-AS1,2.6153426
RNU6-304P,0.0
HMGN2P17,0.007853882
AL139415.1,0.03141553
AL139415.2,0.25132424
CA6,0.015707765
RN7SL451P,0.0
SLC2A7,0.015707765
SLC2A5,0.49479458
SCARNA16,0.0
GPR157,1.9320549
MIR34AHG,1.0759819
MIR34A,0.0
LINC01759,0.92675805
Z98044.1,0.023561645
H6PD,17.231417
SPSB1,31.965298
BX323043.1,0.21990868
AL928921.2,0.6518722
RNA5SP40,0.0
AL928921.1,0.0
SLC25A33,20.019545
AL954705.1,0.19634704
TMEM201,4.044749
PIK3CD,0.7775343
PIK3CD-AS1,0.0
AL691449.1,0.015707765
PIK3CD-AS2,3.1572604
CLSTN1,29.09863
MZT1P1,0.0
AL357140.3,0.007853882
CTNNBIP1,20.3337
AL357140.1,0.023561645
LZIC,16.343927
AL357140.2,0.5733333
NMNAT1,5.576256
RN7SKP269,0.03926941
AL357140.4,0.03926941
MIR5697,0.023561645
AL603962.1,0.0
RBP7,43.816807
UBE4B,9.848767
AL590639.1,0.19634704
PGAM1P11,0.0
RNU6-828P,0.03926941
KIF1B,13.775709
MIR1273D,0.07853882
RNU6-37P,3.3614612
RN7SL731P,0.0
AL139424.3,0.56547946
AL139424.2,0.14922374
PGD,14.843837
AL139424.1,0.03926941
CENPS-CORT,0.34557077
CENPS,4.5159817
CORT,2.3483105
DFFA,24.394156
AL354956.1,0.03141553
PEX14,8.21516
RN7SL614P,0.0
CASZ1,4.1389956
AL139423.1,0.04712329
HSPE1P24,0.0
C1orf127,0.007853882
CFL1P6,0.0
TARDBP,33.708862
AL109811.4,0.007853882
MASP2,0.03141553
AL109811.3,0.05497717
SRM,48.678356
EXOSC10,13.414431
AL109811.1,0.06283106
AL109811.2,0.4241096
MTOR,6.6993613
MTOR-AS1,0.0
RNU6-537P,0.0
ANGPTL7,2.521096
RNU6-291P,0.007853882
RPL39P6,0.37698632
UBIAD1,7.987398
UBE2V2P3,0.03141553
AL031291.1,0.0
MTCYBP45,0.0
DISP3,0.07068493
LINC01647,0.0
AL031731.1,0.34557077
FBXO2,2.5682194
FBXO44,8.733517
FBXO6,15.417171
MAD2L2,41.86119
DRAXIN,0.37698632
AGTRAP,50.12347
C1orf167,12.534795
AL953897.1,0.023561645
MTHFR,32.224476
CLCN6,5.317078
NPPA-AS1,0.36913243
NPPA-AS1_1,0.0
NPPA-AS1_2,0.0
NPPA,0.015707765
NPPA-AS1_3,0.0
NPPB,0.0
AL021155.1,0.0
RNU5E-1,10.689133
RNU5E-4P,4.4295893
KIAA2013,17.930412
PLOD1,37.078175
MFN2,9.322557
AL096840.1,0.23561646
MIIP,14.317626
Y_RNA-3,0.102100454
MIR6729,0.0
RN7SL649P,0.0
TNFRSF8,0.17278539
RNU6-777P,0.0
RPL23AP89,0.20420091
MIR7846,0.0
TNFRSF1B,14.969498
MIR4632,0.007853882
RPL10P17,0.05497717
SNORA70,0.0
VPS13D,11.717992
SNORA59A,0.0
AC243836.1,0.0
DHRS3,19.084932
RNU6ATAC18P,0.0
MIR6730,0.0
AC254633.1,0.23561646
AADACL4,0.0
AC244670.1,0.015707765
AADACL3,0.0
C1orf158,0.015707765
PRAMEF12,0.0
PRAMEF1,0.0
LINC01784,0.0
PRAMEF11,0.0
PRAMEF30P,0.0
HNRNPCL1,0.015707765
PRAMEF2,0.0
PRAMEF4,0.0
PRAMEF10,0.0
PRAMEF7,0.0
RNU6-1072P,0.0
PRAMEF29P,0.0
PRAMEF6,0.0
PRAMEF28P,0.0
PRAMEF27,0.0
HNRNPCL3,0.0
PRAMEF25,0.0
PRAMEF34P,0.0
PRAMEF35P,0.0
HNRNPCL2,0.03141553
PRAMEF36P,0.0
AC245056.1,0.0
PRAMEF26,0.0
HNRNPCL4,0.0
PRAMEF9,0.0
PRAMEF13,0.0
PRAMEF18,0.0
PRAMEF31P,0.0
PRAMEF5,0.0
PRAMEF32P,0.0
RNU6-443P,0.0
PRAMEF8,0.0
PRAMEF33,0.0
PRAMEF15,0.0
AC243961.1,0.0
PRAMEF14,0.0
PRAMEF19,0.0
PRAMEF17,0.0
PRAMEF20,0.0
LRRC38,0.09424658
AL354712.1,0.0
BRWD1P1,0.007853882
PDPN,129.87964
RNA5SP41,0.015707765
AL359771.1,0.0
SCARNA11,0.0
PRDM2,24.833973
KAZN,12.60548
RNU6-1265P,0.0
AL357873.1,0.102100454
AL359873.1,0.0
TBCAP2,0.17278539
TMEM51-AS1,0.23561646
TMEM51,13.092421
C1orf195,0.007853882
AL035405.1,1.9791783
AL391094.1,0.015707765
FHAD1,0.5576256
AL031283.2,0.07068493
AL031283.3,0.023561645
AL031283.1,0.36913243
EFHD2,32.240185
CTRC,0.9031964
CELA2A,0.11780823
CELA2B,0.015707765
CASP9,4.2725115
DNAJC16,5.2699547
SCARNA21B,0.007853882
AL121992.3,0.015707765
AGMAT,0.62045664
AL121992.1,0.17278539
CHCHD2P6,0.5497717
RNU7-179P,0.04712329
CD24P1,0.0
DDI2,7.272694
RSC1A1,0.0
AL121992.2,0.06283106
PLEKHM2,11.631598
AL450998.3,0.015707765
SLC25A34,0.8325114
AL450998.2,0.03141553
TMEM82,0.07068493
FBLIM1,68.92567
RPL12P14,1.3037444
UQCRHL,9.322557
AL450998.1,19.06137
FLJ37453,11.505937
SPEN,25.6979
AL034555.1,0.015707765
ZBTB17,11.757261
AL355994.4,0.40054798
AL355994.1,0.015707765
AL355994.5,0.0
TBC1D3P6,0.0
C1orf64,0.07853882
AL355994.3,0.0
HSPB7,3.3300457
CLCNKA,0.03141553
AL355994.2,0.0
CLCNKB,0.05497717
FAM131C,0.04712329
EPHA2,13.335891
AL451042.2,0.13351598
AL451042.1,0.14922374
ARHGEF19-AS1,0.03141553
ARHGEF19,5.348493
ANO7L1,0.91105026
RSG1,1.5079453
MT1XP1,2.3011873
FBXO42,9.888038
SZRD1,44.578632
AL358794.1,0.102100454
SPATA21,0.97388136
NECAP2,46.9348
LINC01772,0.7775343
CROCCP3,1.0210047
RNU1-1,4.0840187
AL137802.2,0.5733333
AL137802.1,0.24347034
LINC01783,0.10995434
RNU1-6P,0.0
FAM231B,0.0
AL355149.1,0.0
NBPF1,5.8040185
AL137798.1,0.007853882
CROCCP2,19.163471
AL137798.3,0.0
MST1P2,1.9634703
AL137798.2,0.0
RNU1-3,0.0
FAM231A,0.0
AL021920.2,0.0
EIF1AXP1,1.6336073
ESPNP,0.0
AL021920.1,0.0
FAM231C,0.0
AL021920.3,0.0
CROCC,7.4690413
CROCCP4,0.03141553
RNU1-4,0.0
MST1L,0.6597261
BX284668.1,0.0
BX284668.3,0.0
MIR3675,0.0
BX284668.2,0.09424658
RNU1-5P,0.0
BX284668.5,32.67215
BX284668.4,0.03141553
RNU1-2,0.75397265
BX284668.6,6.0553427
MFAP2,0.56547946
AL049569.1,0.0
ATP13A2,6.298813
SDHB,55.28347
PADI2,0.36913243
AL590644.1,0.007853882
AL590644.3,0.0
PADI1,0.007853882
PADI3,0.11780823
MIR3972,0.0
PADI4,0.015707765
PADI6,0.0
AC004824.1,0.015707765
RCC2,21.598175
ARHGEF10L,4.9872146
AL136529.1,0.0
ACTL8,0.007853882
AL357509.1,0.0
LINC01654,0.0
IGSF21,0.007853882
AL365209.1,0.0
AL359738.1,0.0
AL591896.1,0.007853882
KLHDC7A,0.04712329
DYNLL1P3,0.007853882
AL031737.1,0.0
PAX7,0.0
TAS1R2,0.0
AL080251.1,0.0
ALDH4A1,2.6153426
MIR4695,0.0
MIR1290,0.0
IFFO2,6.1260276
AL137127.1,0.15707764
UBR4,8.466484
AL035413.1,3.447854
EMC1,12.267763
MRTO4,21.637445
AKR7L,0.17278539
AKR7A3,1.2880366
AL035413.2,0.09424658
AKR7A2,72.67982
RNU6-1099P,1.9791783
PQLC2,6.825023
CAPZB,278.66357
RN7SL277P,0.38484022
RNU4-28P,0.0
AL031727.2,0.07068493
MINOS1,171.30101
MINOS1-NBL1,0.0
AL031727.1,196.66905
NBL1,233.77078
HTR6,0.015707765
TMCO4,5.835434
RNF186,0.3063014
AL391883.1,0.015707765
OTUD3,3.1415527
PLA2G2E,0.007853882
RN7SL304P,0.0
PLA2G2A,8.576439
PLA2G5,1.1309589
PLA2G2D,0.36913243
PLA2G2F,0.0
Z98257.1,0.015707765
PLA2G2C,0.015707765
UBXN10-AS1,0.5890411
UBXN10,0.52621007
LINC01757,0.0
Z98257.2,0.0
VWA5B1,0.007853882
AL020998.1,0.0
LINC01141,0.0
AL139254.1,0.0
AL139254.2,0.0
AL139254.3,0.007853882
CAMK2N1,17.891144
MUL1,13.037444
RPS4XP4,0.20420091
FAM43B,0.08639269
CDA,6.07105
PINK1,15.692056
MIR6084,0.0
PINK1-AS,0.76968044
DDOST,65.674164
KIF17,2.8588128
AL663074.2,0.03141553
SH2D5,0.03926941
AL663074.1,0.03926941
HP1BP3,84.790504
EIF4G3,19.10064
RNU7-200P,0.0
MIR1256,0.0
RPS15AP6,0.6675799
AL627311.1,0.14136986
HSPE1P27,0.07853882
ECE1,60.94612
AL031005.1,0.25132424
AL031728.1,0.102100454
PPP1R11P1,0.007853882
AL592309.1,0.0
AL592309.2,0.0
NBPF2P,0.25132424
HS6ST1P1,0.0
CROCCP5,0.0
NBPF3,7.6968036
PFN1P10,0.0
ALPL,23.42813
AL359815.1,0.03926941
RAP1GAP,0.25917807
USP48,25.957079
AL590103.1,0.0
LDLRAD2,0.76968044
HSPG2,138.05553
AL590556.1,3.7541554
AL590556.2,0.0
CELA3B,0.015707765
RN7SL386P,0.0
RNU6-1022P,0.0
CELA3A,0.0
RN7SL186P,0.007853882
RNU6-776P,0.0
LINC01635,0.26703197
LINC00339,9.196895
CDC42,224.41681
CDC42-IT1,3.5656621
AL031281.1,0.0
AL031281.2,0.2120548
WNT4,24.15854
MIR4418,0.0
AL591122.1,0.03926941
AL591122.2,0.0
ZBTB40,6.102466
ZBTB40-IT1,0.007853882
EPHA8,0.023561645
MIR6127,0.0
C1QA,3.3457537
C1QC,0.8953425
C1QB,1.6336073
EPHB2,2.7410047
MIR4684,0.0
AL512444.1,0.0
MIR4253,0.0
LACTBL1,0.0
TEX46,0.06283106
KDM1A,10.280731
AL031428.1,0.03141553
MIR3115,0.007853882
MIR4419A,0.43981737
LUZP1,63.27087
AL161672.1,0.007853882
RNU6-514P,0.730411
RNU6-135P,0.03926941
HTR1D,0.12566212
AL109936.1,0.06283106
LINC01355,2.2069407
AL109936.8,0.13351598
HNRNPR,93.40621
ZNF436,12.715434
ZNF436-AS1,2.929498
Y_RNA-4,0.0
AL109936.2,0.12566212
TCEA3,18.723654
AL357134.1,0.18063928
ASAP3,5.921827
E2F2,0.31415528
AL021154.1,0.29059362
ID3,1258.027
MDS2,0.17278539
AL451000.1,0.0
RPL11,2034.4066
ELOA,18.951416
ELOA-AS1,3.6206396
PITHD1,38.099182
LYPLA2,23.16895
GALE,6.63653
HMGCL,18.519453
FUCA1,9.880183
CNR2,0.06283106
BTBD6P1,0.0
AL590609.3,0.007853882
MIR378F,0.0
AL590609.2,0.05497717
PNRC2,90.81444
SRSF10,105.59544
AL590609.1,2.2933333
AL591178.1,0.015707765
MYOM3,0.08639269
AL591178.2,0.0
IL22RA1,0.09424658
IFNLR1,0.16493152
AL590683.1,0.0
AL138902.1,0.0
GRHL3,0.03141553
STPG1,3.4557078
NIPAL3,5.4741554
RCAN3,5.835434
AL445686.2,3.4557078
NCMAP,0.35342467
AL445686.1,0.04712329
Y_RNA-5,0.015707765
SRRM1,113.23727
AL445648.1,0.015707765
CLIC4,88.2148
RNU6-1208P,0.007853882
RUNX3,1.5707763
MIR6731,0.0
AL445471.1,0.0
AL445471.2,0.04712329
MIR4425,0.0
AL050344.1,0.0
AL121994.1,0.22776257
AL031432.1,0.62831056
SYF2,155.87598
AL031432.4,2.2147946
AL031432.5,0.13351598
RSRP1,140.3096
AL031432.3,0.44767126
AL031432.2,0.25132424
RHD,0.05497717
SDHDP6,0.03141553
AL928711.1,0.06283106
TMEM50A,198.93883
RHCE,0.31415528
AL031284.1,0.07068493
TMEM57,19.296988
LDLRAP1,9.621005
AL606491.1,0.9503197
MAN1C1,12.786119
AL031280.1,6.165297
SELENON,31.70612
AL020996.2,0.0
AL020996.1,0.52621007
MTFR1L,27.307945
AL020996.3,0.0
AUNIP,0.15707764
AL033528.2,0.7775343
PAQR7,9.330412
Y_RNA-6,0.29059362
STMN1,113.75562
SNRPFP2,0.0
AL033528.1,0.5733333
MIR3917,0.0
PAFAH2,4.2882195
RNU6-110P,0.0
SCARNA17,0.0
SCARNA18,0.007853882
EXTL1,0.31415528
SLC30A2,0.26703197
AL391650.2,0.0
TRIM63,0.11780823
PDIK1L,2.583927
FAM110D,30.983562
C1orf232,0.007853882
AL391650.1,0.22776257
ZNF593,45.686028
CNKSR1,0.81680363
CATSPER4,0.0
AL355877.1,0.14922374
AL355877.3,0.03141553
CEP85,1.3822831
AL355877.2,0.0
SH3BGRL3,280.21863
UBXN11,4.398174
CD52,8.293698
CRYBG2,0.007853882
AL451139.1,0.023561645
ZNF683,0.04712329
LIN28A,0.04712329
DHDDS,9.943014
AL513365.1,75.79781
AL513365.2,0.023561645
HMGN2,161.3423
DPPA2P2,0.18063928
RPS6KA1,2.5760732
MIR1976,0.0
RN7SL679P,0.007853882
Y_RNA-7,0.007853882
RNU7-29P,0.0
AL627313.1,0.0
snoU13,0.0
AL627082.1,0.0
AL512408.1,0.31415528
ARID1A,33.842373
PIGV,6.565845
RN7SL165P,0.007853882
ZDHHC18,5.6940646
SFN,2.6310503
AL034380.1,0.007853882
GPN2,12.063562
GPATCH3,9.071233
NUDC,111.305214
NR0B2,0.07068493
KDF1,0.08639269
RPL12P13,1.0995435
AL356390.1,0.2120548
OSTCP2,0.023561645
TRNP1,2.0184474
FAM46B,1.4372604
SLC9A1,12.581919
AL590640.2,0.10995434
CHCHD3P3,0.007853882
NPM1P39,1.0681279
SNRPEP7,0.007853882
AL590640.1,0.007853882
WDTC1,8.317261
Y_RNA-8,0.0
FO393419.3,0.28273973
TMEM222,21.551052
RNU6-48P,0.0
ACTG1P20,0.023561645
SYTL1,2.8038356
MAP3K6,11.435251
FCN3,42.285297
CD164L2,0.03141553
FO393419.1,0.04712329
GPR3,0.98173517
WASF2,105.12421
FO393419.2,0.102100454
BX293535.1,0.98173517
AHDC1,19.80749
FGR,2.332603
AL031729.1,6.9978085
AL445490.2,0.730411
IFI6,307.69153
AL445490.1,0.03926941
RNU6-949P,0.015707765
CHMP1AP1,0.0
RNU6-424P,0.0
FAM76A,11.686576
AL020997.1,0.76968044
RPEP3,0.0
STX12,38.374065
AL020997.2,2.7410047
AL020997.3,0.10995434
RNU6-1245P,0.0
PPP1R8,21.06411
SCARNA1,0.0
THEMIS2,5.5291324
RPA2,32.10667
SMPDL3B,2.00274
AL512288.1,0.023561645
XKR8,5.890411
EYA3,9.613151
AL512288.2,0.0
RN7SL559P,0.7147032
SPCS2P4,5.356347
AL137792.2,0.0
AL137792.1,0.0
RNU6-176P,0.0
PTAFR,12.652603
DNAJC8,109.341736
ATPIF1,166.57298
AL353622.1,0.29059362
AL353622.2,0.08639269
SESN2,13.304475
MED18,5.30137
PHACTR4,39.39507
Y_RNA-9,0.0
CR391992.1,0.76968044
RNU6ATAC27P,1.5864841
RCC1,18.29169
SNHG3,47.48457
SNORA73A,0.0
SNORA73B,0.08639269
PRDX3P2,0.03926941
AL513497.1,2.3718722
TRNAU1AP,23.498814
SNHG12,23.223927
SNORD99,4.021188
SNORA61,0.0
SNORA44,0.0
SNORA16A,0.0
SNORA16A-1,0.0
TAF12,43.596897
RAB42,1.1388129
LINC01715,0.7225571
AL360012.1,0.0
RNU11,0.7775343
GMEB1,11.717992
SCARNA24,0.0
YTHDF2,65.33644
OPRD1,0.09424658
AL009181.1,0.015707765
Y_RNA-10,0.0
EPB41,2.5132422
AL138785.1,11.16822
Y_RNA-11,0.0
Metazoa_SRP,0.007853882
TMEM200B,5.576256
AL357500.1,0.0
SRSF4,90.20183
uc_338,0.0
MECR,9.809498
AL590729.1,0.0
PTPRU,1.8221005
LINC01756,0.0
AL671862.1,0.0
AC092265.1,0.0
AL645944.2,0.0
AL645944.1,0.0
LINC01648,0.0
AL137076.1,0.0
AL021921.1,0.0
AL161638.2,0.0
AL161638.1,0.0
MATN1,0.4790868
MATN1-AS1,1.0288585
LAPTM5,5.2463927
MIR4420,0.0
AL137027.1,0.015707765
LINC01778,0.45552513
RN7SKP91,0.0
AL445235.1,0.007853882
SDC3,19.084932
RN7SL371P,0.007853882
PUM1,37.7379
AL356320.2,0.007853882
AL356320.1,0.023561645
SELENOWP1,0.0
AC114495.1,0.20420091
NKAIN1,0.0
SNRNP40,41.939728
AC114495.2,0.2120548
ZCCHC17,37.549408
AL451070.1,0.03141553
FABP3,2.591781
SERINC2,3.2200913
AC209007.1,0.03926941
RNU6-40P,0.007853882
LINC01225,0.0
Y_RNA-12,0.0
LINC01226,0.09424658
AC114488.1,0.023561645
TINAGL1,90.696625
HCRTR1,0.023561645
PEF1,43.392693
AC114488.2,0.16493152
AC114488.3,0.34557077
COL16A1,27.80274
ADGRB2,2.4189956
MIR4254,0.007853882
AL354919.2,0.007853882
SPOCD1,1.8063928
AL354919.1,0.12566212
AL136115.2,0.28273973
PTP4A2,94.04238
AL136115.1,0.21990868
AL136115.3,0.007853882
KHDRBS1,96.75983
AL445248.1,0.46337903
TMEM39B,18.071781
MIR5585,0.26703197
Metazoa_SRP-1,0.102100454
KPNA6,21.519636
AL049795.2,0.0
TXLNA,21.174065
CCDC28B,25.226667
AL049795.1,0.19634704
IQCC,2.2619178
DCDC2B,0.47123292
TMEM234,10.712694
EIF3I,131.5211
MTMR9LP,13.343745
FAM167B,100.90667
LCK,1.1309589
Metazoa_SRP-2,0.03926941
Y_RNA-13,0.0
HDAC1,62.359818
MARCKSL1,156.14302
AL109945.1,0.07853882
TSSK3,0.24347034
FAM229A,2.1048403
BSDC1,26.970228
GAPDHP20,0.0
AL356986.1,0.0
LRRC37A12P,0.0
RN7SL122P,0.0
AL033529.1,0.0
ZBTB8B,0.18849316
ZBTB8A,8.757078
ZBTB8OS,38.452602
Y_RNA-14,0.0
RBBP4,54.985027
SYNC,14.482558
AC114489.1,0.04712329
KIAA1522,7.037078
YARS,18.597992
S100PBP,15.432878
FNDC5,0.18063928
HPCA,0.730411
TMEM54,16.273243
RNF19B,8.953425
AL031602.1,0.06283106
AL355864.1,0.0
AL355864.2,0.03926941
AL020995.1,0.007853882
AK2,53.16292
Metazoa_SRP-3,0.32200915
AZIN2,3.636347
AL662907.1,0.29059362
TRIM62,1.6728768
AL662907.2,0.10995434
AL662907.3,0.32200915
ZNF362,11.356713
AL513327.3,0.015707765
A3GALT2,0.0
AL513327.1,0.17278539
PHC2,22.524933
MIR3605,0.0
RN7SKP16,0.51835614
AL513327.2,0.05497717
TLR12P,0.007853882
ZSCAN20,1.3194522
AC115285.1,0.11780823
CSMD2,1.9242009
HSPD1P14,0.0
HMGB4,0.0
CSMD2-AS1,0.0
RNA5SP42,0.0
C1orf94,0.6832877
AC115286.1,0.0
MIR552,0.0
SMIM12,33.85808
GJB5,0.015707765
GJB4,0.007853882
AL121988.1,0.0
GJB3,0.21990868
GJA4,32.89991
AL122010.1,0.007853882
DLGAP3,0.31415528
AC114490.1,1.3194522
AC114490.2,0.03926941
TMEM35B,0.07853882
ZMYM6,6.518722
RPL12P45,0.0
ZMYM1,5.5369864
EFCAB14P1,0.0
AL590434.1,0.27488586
SFPQ,161.09097
Y_RNA-15,0.023561645
ZMYM4,13.634338
RN7SL503P,0.007853882
SNORA62,0.36913243
RPL5P4,7.0763474
ZMYM4-AS1,0.03926941
Metazoa_SRP-4,0.69114155
KIAA0319L,17.294247
AC004865.1,0.03141553
NCDN,4.845845
AC004865.2,0.38484022
TFAP2E,0.17278539
PSMB2,120.64348
C1orf216,11.058265
CLSPN,1.8770777
AL354864.1,0.0
AGO4,5.0971694
AGO1,7.618265
AL139286.1,0.0
AL139286.2,0.14922374
AGO3,26.106304
AL138787.2,0.03141553
AL138787.1,0.12566212
TEKT2,0.27488586
ADPRHL2,17.042923
COL8A2,3.2122376
TRAPPC3,64.4411
MAP7D1,55.636898
RN7SL131P,0.03926941
THRAP3,65.31288
UBE2V2P4,0.18849316
SH3D21,1.8456621
EVA1B,54.191784
AL591845.1,0.7461188
STK40,9.181188
LSM10,41.7748
RNU4-27P,0.007853882
OSCP1,3.8012788
SNORA63C,0.0
MRPS15,54.51379
CSF3R,0.11780823
FTLP18,0.0
AL596257.1,0.0
AC117945.2,0.0
AC117945.1,0.0
GRIK3,1.2094978
AL031430.1,0.19634704
MIR4255,0.0
