gene,expression
ARHGEF16,0.39314258
AL512413.1,0.0
MEGF6,0.78628516
MIR551A,0.0
AL513320.1,0.0
TPRG1L,2.909255
WRAP73,6.9193096
TP73,0.07862852
AL136528.1,0.0
AL136528.2,0.0
TP73-AS1,1.8870844
TP73-AS1-1,0.0
CCDC27,0.0
SMIM1,8.098738
LRRC47,10.300336
RN7SL574P,0.07862852
AL365330.1,0.0
CEP104,4.874968
DFFB,0.7076567
C1orf174,6.9193096
LINC01134,0.15725704
LINC01346,0.0
LINC01345,0.0
AL805961.1,0.0
AL805961.2,0.0
EEF1DP6,0.07862852
LINC01777,0.0
AL355602.1,0.0
Z98747.1,0.0
LINC01646,0.0
AJAP1,0.62902814
BX005132.2,0.0
BX005132.1,0.0
AL691497.1,0.0
AL139823.1,0.0
Z98259.3,0.0
Z98259.2,0.0
Z98259.1,0.0
Z97988.1,0.0
AL365255.1,0.0
MIR4417,0.0
MIR4689,0.0
NPHP4,1.4153134
KCNAB2,2.7519982
CHD5,0.0
RPL22,160.16629
AL031847.1,0.8649137
RNF207,4.088683
ICMT,6.526167
LINC00337,0.07862852
HES3,0.0
GPR153,0.4717711
ACOT7,5.8971386
AL031848.2,0.39314258
HES2,0.0
ESPN,0.0
MIR4252,0.0
AL031848.1,0.0
TNFRSF25,1.2580563
PLEKHG5,0.4717711
NOL9,4.24594
RNU6-731P,0.0
AL591866.1,0.07862852
TAS1R1,0.0
ZBTB48,2.5161126
KLHL21,5.1108537
PHF13,5.2681108
THAP3,6.36891
DNAJC11,6.2902813
LINC01672,0.07862852
AL591163.1,0.07862852
AL590128.2,1.4153134
CAMTA1,55.039963
AL590128.1,0.39314258
AL512330.1,0.0
RNU1-8P,0.0
CAMTA1-IT1,0.07862852
Z97987.1,0.0
AL365194.1,0.0
AL359881.3,0.0
AL359881.2,0.0
AL359881.1,0.0
VAMP3,16.590616
Z98884.2,0.0
PER3,4.088683
Z98884.1,0.0
UTS2,0.0
TNFRSF9,1.2580563
AL009183.1,0.0
PARK7,112.04564
Y_RNA,0.0
AL034417.4,0.07862852
AL034417.3,0.8649137
ERRFI1,7.8628516
AL034417.2,0.15725704
AL034417.1,0.15725704
AL358876.1,0.0
LINC01714,0.07862852
RNU1-7P,0.0
AL358876.2,0.0
RNU6-991P,0.0
SLC45A1,0.39314258
Y_RNA-1,0.0
RERE,15.253932
AL096855.1,0.39314258
SNORA77,0.31451407
AL096855.2,0.0
RPL7P11,0.0
RPL7P7,0.8649137
Y_RNA-2,0.0
AL357552.1,0.07862852
AL357552.2,0.0
RPL23AP19,0.15725704
ENO1,81.69503
MIR6728,0.0
ENO1-IT1,0.31451407
ENO1-AS1,1.1794277
RNU6-304P,0.0
HMGN2P17,0.0
AL139415.1,0.07862852
AL139415.2,0.07862852
CA6,0.0
RN7SL451P,0.0
SLC2A7,0.0
SLC2A5,1.5725703
SCARNA16,0.0
GPR157,0.55039966
MIR34AHG,0.39314258
MIR34A,0.0
LINC01759,0.07862852
Z98044.1,0.0
H6PD,4.4818254
SPSB1,6.526167
BX323043.1,0.0
AL928921.2,0.15725704
RNA5SP40,0.0
AL928921.1,0.0
SLC25A33,9.435422
AL954705.1,0.07862852
TMEM201,1.1794277
PIK3CD,0.39314258
PIK3CD-AS1,0.0
AL691449.1,0.07862852
PIK3CD-AS2,6.2902813
CLSTN1,7.1551948
MZT1P1,0.0
AL357140.3,0.0
CTNNBIP1,9.907193
AL357140.1,0.0
LZIC,5.582625
AL357140.2,0.62902814
NMNAT1,1.8870844
RN7SKP269,0.0
AL357140.4,0.0
MIR5697,0.0
AL603962.1,0.0
RBP7,14.389018
UBE4B,4.0100546
AL590639.1,0.07862852
PGAM1P11,0.0
RNU6-828P,0.0
KIF1B,3.6169116
MIR1273D,0.0
RNU6-37P,1.0221708
RN7SL731P,0.0
AL139424.3,0.15725704
AL139424.2,0.0
PGD,7.94148
AL139424.1,0.07862852
CENPS-CORT,0.23588555
CENPS,1.9657129
CORT,0.7076567
DFFA,7.5483375
AL354956.1,0.0
PEX14,3.8527973
RN7SL614P,0.0
CASZ1,2.280227
AL139423.1,0.0
HSPE1P24,0.0
C1orf127,0.0
CFL1P6,0.0
TARDBP,12.4233055
AL109811.4,0.0
MASP2,0.0
AL109811.3,0.0
SRM,55.74762
EXOSC10,3.9314258
AL109811.1,0.15725704
AL109811.2,0.07862852
MTOR,2.3588555
MTOR-AS1,0.0
RNU6-537P,0.0
ANGPTL7,0.0
RNU6-291P,0.0
RPL39P6,0.07862852
UBIAD1,4.088683
UBE2V2P3,0.0
AL031291.1,0.0
MTCYBP45,0.0
DISP3,0.0
LINC01647,0.0
AL031731.1,0.31451407
FBXO2,2.6733696
FBXO44,4.24594
FBXO6,7.3910804
MAD2L2,16.747873
DRAXIN,0.15725704
AGTRAP,12.580563
C1orf167,2.9878836
AL953897.1,0.0
MTHFR,8.885023
CLCN6,1.2580563
NPPA-AS1,0.07862852
NPPA-AS1_1,0.0
NPPA-AS1_2,0.0
NPPA,0.0
NPPA-AS1_3,0.0
NPPB,0.0
AL021155.1,0.0
RNU5E-1,3.4596548
RNU5E-4P,2.3588555
KIAA2013,9.042279
PLOD1,12.108791
MFN2,3.538283
AL096840.1,0.07862852
MIIP,7.076566
Y_RNA-3,0.0
MIR6729,0.0
RN7SL649P,0.0
TNFRSF8,0.15725704
RNU6-777P,0.0
RPL23AP89,0.07862852
MIR7846,0.0
TNFRSF1B,3.7741687
MIR4632,0.0
RPL10P17,0.07862852
SNORA70,0.0
VPS13D,3.7741687
SNORA59A,0.0
AC243836.1,0.0
DHRS3,2.280227
RNU6ATAC18P,0.0
MIR6730,0.0
AC254633.1,0.0
AADACL4,0.0
AC244670.1,0.0
AADACL3,0.0
C1orf158,0.0
PRAMEF12,0.0
PRAMEF1,0.0
LINC01784,0.0
PRAMEF11,0.0
PRAMEF30P,0.0
HNRNPCL1,0.0
PRAMEF2,0.0
PRAMEF4,0.0
PRAMEF10,0.0
PRAMEF7,0.0
RNU6-1072P,0.0
PRAMEF29P,0.0
PRAMEF6,0.0
PRAMEF28P,0.0
PRAMEF27,0.0
HNRNPCL3,0.0
PRAMEF25,0.0
PRAMEF34P,0.0
PRAMEF35P,0.0
HNRNPCL2,0.0
PRAMEF36P,0.0
AC245056.1,0.0
PRAMEF26,0.0
HNRNPCL4,0.0
PRAMEF9,0.0
PRAMEF13,0.0
PRAMEF18,0.0
PRAMEF31P,0.0
PRAMEF5,0.0
PRAMEF32P,0.0
RNU6-443P,0.0
PRAMEF8,0.0
PRAMEF33,0.0
PRAMEF15,0.0
AC243961.1,0.0
PRAMEF14,0.0
PRAMEF19,0.0
PRAMEF17,0.0
PRAMEF20,0.0
LRRC38,0.0
AL354712.1,0.0
BRWD1P1,0.07862852
PDPN,27.441353
RNA5SP41,0.0
AL359771.1,0.0
SCARNA11,0.0
PRDM2,25.790154
KAZN,3.1451406
RNU6-1265P,0.0
AL357873.1,0.07862852
AL359873.1,0.0
TBCAP2,0.0
TMEM51-AS1,0.07862852
TMEM51,4.4031973
C1orf195,0.0
AL035405.1,0.4717711
AL391094.1,0.0
FHAD1,0.15725704
AL031283.2,0.0
AL031283.3,0.0
AL031283.1,0.23588555
EFHD2,12.580563
CTRC,0.15725704
CELA2A,0.07862852
CELA2B,0.0
CASP9,2.437484
DNAJC16,1.9657129
SCARNA21B,0.0
AL121992.3,0.0
AGMAT,0.31451407
AL121992.1,0.07862852
CHCHD2P6,0.31451407
RNU7-179P,0.0
CD24P1,0.0
DDI2,1.7298274
RSC1A1,0.0
AL121992.2,0.0
PLEKHM2,3.066512
AL450998.3,0.0
SLC25A34,0.31451407
AL450998.2,0.0
TMEM82,0.0
FBLIM1,13.681362
RPL12P14,0.55039966
UQCRHL,8.334623
AL450998.1,11.951534
FLJ37453,6.36891
SPEN,10.929364
AL034555.1,0.0
ZBTB17,3.8527973
AL355994.4,0.23588555
AL355994.1,0.0
AL355994.5,0.0
TBC1D3P6,0.0
C1orf64,0.07862852
AL355994.3,0.0
HSPB7,0.39314258
CLCNKA,0.07862852
AL355994.2,0.0
CLCNKB,0.07862852
FAM131C,0.0
EPHA2,4.0100546
AL451042.2,0.0
AL451042.1,0.07862852
ARHGEF19-AS1,0.0
ARHGEF19,2.6733696
ANO7L1,0.8649137
RSG1,0.8649137
MT1XP1,0.7076567
FBXO42,3.538283
SZRD1,14.467647
AL358794.1,0.07862852
SPATA21,0.31451407
NECAP2,15.88296
LINC01772,0.0
CROCCP3,0.31451407
RNU1-1,1.1007993
AL137802.2,0.55039966
AL137802.1,0.15725704
LINC01783,0.0
RNU1-6P,0.0
FAM231B,0.0
AL355149.1,0.0
NBPF1,1.7298274
AL137798.1,0.0
CROCCP2,4.088683
AL137798.3,0.0
MST1P2,0.55039966
AL137798.2,0.0
RNU1-3,0.0
FAM231A,0.0
AL021920.2,0.0
EIF1AXP1,1.0221708
ESPNP,0.0
AL021920.1,0.0
FAM231C,0.0
AL021920.3,0.0
CROCC,2.6733696
CROCCP4,0.07862852
RNU1-4,0.0
MST1L,0.07862852
BX284668.1,0.0
BX284668.3,0.0
MIR3675,0.0
BX284668.2,0.0
RNU1-5P,0.0
BX284668.5,8.6491375
BX284668.4,0.0
RNU1-2,0.31451407
BX284668.6,2.594741
MFAP2,0.07862852
AL049569.1,0.0
ATP13A2,2.6733696
SDHB,22.251871
PADI2,0.0
AL590644.1,0.0
AL590644.3,0.0
PADI1,0.0
PADI3,0.0
MIR3972,0.0
PADI4,0.15725704
PADI6,0.0
AC004824.1,0.0
RCC2,6.2116528
ARHGEF10L,1.7298274
AL136529.1,0.0
ACTL8,0.0
AL357509.1,0.0
LINC01654,0.0
IGSF21,0.0
AL365209.1,0.0
AL359738.1,0.0
AL591896.1,0.0
KLHDC7A,0.0
DYNLL1P3,0.0
AL031737.1,0.0
PAX7,0.0
TAS1R2,0.0
AL080251.1,0.0
ALDH4A1,1.0221708
MIR4695,0.0
MIR1290,0.0
IFFO2,4.3245687
AL137127.1,0.07862852
UBR4,2.0443416
AL035413.1,1.8084558
EMC1,4.6390824
MRTO4,7.5483375
AKR7L,0.0
AKR7A3,0.39314258
AL035413.2,0.0
AKR7A2,23.903069
RNU6-1099P,0.62902814
PQLC2,2.5161126
CAPZB,69.90075
RN7SL277P,0.07862852
RNU4-28P,0.0
AL031727.2,0.0
MINOS1,59.364532
MINOS1-NBL1,0.0
AL031727.1,133.27533
NBL1,42.852543
HTR6,0.0
TMCO4,3.2237692
RNF186,0.07862852
AL391883.1,0.0
OTUD3,0.8649137
PLA2G2E,0.0
RN7SL304P,0.0
PLA2G2A,0.23588555
PLA2G5,0.15725704
PLA2G2D,3.3023977
PLA2G2F,0.0
Z98257.1,0.07862852
PLA2G2C,0.0
UBXN10-AS1,0.4717711
UBXN10,0.39314258
LINC01757,0.0
Z98257.2,0.0
VWA5B1,0.0
AL020998.1,0.0
LINC01141,0.0
AL139254.1,0.0
AL139254.2,0.0
AL139254.3,0.0
CAMK2N1,4.1673117
MUL1,5.2681108
RPS4XP4,0.15725704
FAM43B,0.0
CDA,1.7298274
PINK1,10.143079
MIR6084,0.0
PINK1-AS,0.4717711
DDOST,99.07194
KIF17,0.8649137
AL663074.2,0.07862852
SH2D5,0.0
AL663074.1,0.0
HP1BP3,31.294147
EIF4G3,6.2116528
RNU7-200P,0.0
MIR1256,0.0
RPS15AP6,0.31451407
AL627311.1,0.0
HSPE1P27,0.07862852
ECE1,15.568446
AL031005.1,0.0
AL031728.1,0.15725704
PPP1R11P1,0.0
AL592309.1,0.0
AL592309.2,0.0
NBPF2P,0.15725704
HS6ST1P1,0.0
CROCCP5,0.0
NBPF3,1.4153134
PFN1P10,0.0
ALPL,10.378964
AL359815.1,0.0
RAP1GAP,0.0
USP48,22.409128
AL590103.1,0.0
LDLRAD2,0.8649137
HSPG2,29.957466
AL590556.1,2.5161126
AL590556.2,0.0
CELA3B,0.0
RN7SL386P,0.0
RNU6-1022P,0.0
CELA3A,0.0
RN7SL186P,0.0
RNU6-776P,0.0
LINC01635,0.07862852
LINC00339,7.312452
CDC42,69.66486
CDC42-IT1,0.9435422
AL031281.1,0.0
AL031281.2,0.0
WNT4,6.133024
MIR4418,0.0
AL591122.1,0.0
AL591122.2,0.0
ZBTB40,2.12297
ZBTB40-IT1,0.0
EPHA8,0.0
MIR6127,0.0
C1QA,0.39314258
C1QC,0.4717711
C1QB,0.62902814
EPHB2,0.62902814
MIR4684,0.0
AL512444.1,0.0
MIR4253,0.0
LACTBL1,0.0
TEX46,0.0
KDM1A,3.7741687
AL031428.1,0.0
MIR3115,0.0
MIR4419A,0.0
LUZP1,20.050272
AL161672.1,0.0
RNU6-514P,0.07862852
RNU6-135P,0.0
HTR1D,0.0
AL109936.1,0.07862852
LINC01355,0.55039966
AL109936.8,0.15725704
HNRNPR,32.00181
ZNF436,2.5161126
ZNF436-AS1,0.7076567
Y_RNA-4,0.0
AL109936.2,0.0
TCEA3,4.4031973
AL357134.1,0.0
ASAP3,1.4939418
E2F2,0.39314258
AL021154.1,0.23588555
ID3,323.71362
MDS2,0.23588555
AL451000.1,0.0
RPL11,1205.9255
ELOA,7.8628516
ELOA-AS1,3.2237692
PITHD1,19.499872
LYPLA2,10.850736
GALE,2.2015986
HMGCL,5.425368
FUCA1,6.9193096
CNR2,0.0
BTBD6P1,0.0
AL590609.3,0.0
MIR378F,0.0
AL590609.2,0.0
PNRC2,22.409128
SRSF10,35.304207
AL590609.1,1.4153134
AL591178.1,0.07862852
MYOM3,0.0
AL591178.2,0.0
IL22RA1,0.07862852
IFNLR1,1.3366848
AL590683.1,0.0
AL138902.1,0.0
GRHL3,0.0
STPG1,4.0100546
NIPAL3,2.2015986
RCAN3,3.3023977
AL445686.2,1.4153134
NCMAP,1.8870844
AL445686.1,0.4717711
Y_RNA-5,0.0
SRRM1,43.0098
AL445648.1,0.0
CLIC4,37.741688
RNU6-1208P,0.0
RUNX3,3.7741687
MIR6731,0.0
AL445471.1,0.0
AL445471.2,0.0
MIR4425,0.0
AL050344.1,0.0
AL121994.1,0.0
AL031432.1,0.07862852
SYF2,51.42305
AL031432.4,1.1007993
AL031432.5,0.07862852
RSRP1,67.85641
AL031432.3,0.15725704
AL031432.2,0.15725704
RHD,0.07862852
SDHDP6,0.0
AL928711.1,0.15725704
TMEM50A,72.259605
RHCE,0.9435422
AL031284.1,0.0
TMEM57,11.322507
LDLRAP1,6.36891
AL606491.1,1.3366848
MAN1C1,2.594741
AL031280.1,1.4939418
SELENON,7.94148
AL020996.2,0.0
AL020996.1,0.15725704
MTFR1L,9.5140505
AL020996.3,0.0
AUNIP,0.15725704
AL033528.2,0.7076567
PAQR7,2.0443416
Y_RNA-6,0.07862852
STMN1,47.72751
SNRPFP2,0.0
AL033528.1,0.31451407
MIR3917,0.0
PAFAH2,1.9657129
RNU6-110P,0.0
SCARNA17,0.0
SCARNA18,0.0
EXTL1,0.0
SLC30A2,0.15725704
AL391650.2,0.0
TRIM63,0.15725704
PDIK1L,2.2015986
FAM110D,12.973705
C1orf232,0.0
AL391650.1,0.23588555
ZNF593,27.126839
CNKSR1,1.2580563
CATSPER4,0.0
AL355877.1,0.8649137
AL355877.3,0.0
CEP85,0.8649137
AL355877.2,0.0
SH3BGRL3,114.16861
UBXN11,2.280227
CD52,12.580563
CRYBG2,0.0
AL451139.1,0.0
ZNF683,0.0
LIN28A,0.07862852
DHDDS,6.7620525
AL513365.1,52.366592
AL513365.2,0.0
HMGN2,65.340294
DPPA2P2,0.0
RPS6KA1,1.8084558
MIR1976,0.0
RN7SL679P,0.0
Y_RNA-7,0.07862852
RNU7-29P,0.0
AL627313.1,0.0
snoU13,0.0
AL627082.1,0.0
AL512408.1,0.07862852
ARID1A,11.558392
PIGV,2.5161126
RN7SL165P,0.0
ZDHHC18,5.032225
SFN,1.0221708
AL034380.1,0.0
GPN2,4.4031973
GPATCH3,2.9878836
NUDC,43.638824
NR0B2,0.39314258
KDF1,0.39314258
RPL12P13,0.55039966
AL356390.1,0.07862852
OSTCP2,0.0
TRNP1,0.31451407
FAM46B,1.0221708
SLC9A1,4.4818254
AL590640.2,0.15725704
CHCHD3P3,0.0
NPM1P39,0.39314258
SNRPEP7,0.0
AL590640.1,0.0
WDTC1,3.1451406
Y_RNA-8,0.0
FO393419.3,0.07862852
TMEM222,6.526167
RNU6-48P,0.0
ACTG1P20,0.0
SYTL1,20.757929
MAP3K6,3.8527973
FCN3,17.376902
CD164L2,0.0
FO393419.1,0.0
GPR3,0.39314258
WASF2,29.407064
FO393419.2,0.0
BX293535.1,0.39314258
AHDC1,5.6612535
FGR,1.4153134
AL031729.1,3.6169116
AL445490.2,0.55039966
IFI6,109.4509
AL445490.1,0.0
RNU6-949P,0.0
CHMP1AP1,0.0
RNU6-424P,0.0
FAM76A,4.0100546
AL020997.1,0.23588555
RPEP3,0.0
STX12,12.73782
AL020997.2,1.6511989
AL020997.3,0.0
RNU6-1245P,0.0
PPP1R8,7.1551948
SCARNA1,0.0
THEMIS2,10.693479
RPA2,13.445477
SMPDL3B,10.693479
AL512288.1,0.0
XKR8,3.1451406
EYA3,3.6169116
AL512288.2,0.0
RN7SL559P,0.15725704
SPCS2P4,11.872906
AL137792.2,0.0
AL137792.1,0.0
RNU6-176P,0.0
PTAFR,3.3023977
DNAJC8,39.157
ATPIF1,86.57
AL353622.1,0.4717711
AL353622.2,0.15725704
SESN2,4.6390824
MED18,1.6511989
PHACTR4,12.580563
Y_RNA-9,0.0
CR391992.1,0.4717711
RNU6ATAC27P,0.55039966
RCC1,4.874968
SNHG3,20.20753
SNORA73A,0.0
SNORA73B,0.07862852
PRDX3P2,0.07862852
AL513497.1,0.62902814
TRNAU1AP,10.61485
SNHG12,15.253932
SNORD99,1.6511989
SNORA61,0.0
SNORA44,0.0
SNORA16A,0.0
SNORA16A-1,0.0
TAF12,20.20753
RAB42,0.9435422
LINC01715,0.4717711
AL360012.1,0.0
RNU11,0.62902814
GMEB1,3.4596548
SCARNA24,0.0
YTHDF2,28.463522
OPRD1,0.0
AL009181.1,0.0
Y_RNA-10,0.0
EPB41,2.7519982
AL138785.1,5.81851
Y_RNA-11,0.0
Metazoa_SRP,0.0
TMEM200B,1.4153134
AL357500.1,0.0
SRSF4,35.46146
uc_338,0.0
MECR,4.0100546
AL590729.1,0.0
PTPRU,0.78628516
LINC01756,0.0
AL671862.1,0.0
AC092265.1,0.0
AL645944.2,0.0
AL645944.1,0.0
LINC01648,0.0
AL137076.1,0.0
AL021921.1,0.0
AL161638.2,0.0
AL161638.1,0.0
MATN1,0.62902814
MATN1-AS1,1.2580563
LAPTM5,0.9435422
MIR4420,0.0
AL137027.1,0.0
LINC01778,0.0
RN7SKP91,0.0
AL445235.1,0.0
SDC3,2.8306267
RN7SL371P,0.0
PUM1,12.580563
AL356320.2,0.0
AL356320.1,0.0
SELENOWP1,0.0
AC114495.1,0.15725704
NKAIN1,0.0
SNRNP40,14.939418
AC114495.2,0.0
ZCCHC17,13.524105
AL451070.1,0.0
FABP3,0.23588555
SERINC2,0.4717711
AC209007.1,0.07862852
RNU6-40P,0.0
LINC01225,0.0
Y_RNA-12,0.0
LINC01226,0.07862852
AC114488.1,0.0
TINAGL1,24.060326
HCRTR1,0.0
PEF1,14.153132
AC114488.2,0.0
AC114488.3,0.15725704
COL16A1,4.088683
ADGRB2,1.2580563
MIR4254,0.0
AL354919.2,0.0
SPOCD1,0.4717711
AL354919.1,0.0
AL136115.2,0.23588555
PTP4A2,41.594486
AL136115.1,0.15725704
AL136115.3,0.0
KHDRBS1,29.878836
AL445248.1,0.0
TMEM39B,6.0543957
MIR5585,0.07862852
Metazoa_SRP-1,0.0
KPNA6,7.5483375
AL049795.2,0.0
TXLNA,7.626966
CCDC28B,5.582625
AL049795.1,0.0
IQCC,0.62902814
DCDC2B,0.15725704
TMEM234,4.088683
EIF3I,52.602478
MTMR9LP,4.4818254
FAM167B,33.731636
LCK,0.31451407
Metazoa_SRP-2,0.0
Y_RNA-13,0.0
HDAC1,19.893015
MARCKSL1,65.10441
AL109945.1,0.0
TSSK3,0.15725704
FAM229A,0.55039966
BSDC1,10.850736
GAPDHP20,0.0
AL356986.1,0.0
LRRC37A12P,0.0
RN7SL122P,0.0
AL033529.1,0.0
ZBTB8B,0.23588555
ZBTB8A,3.8527973
ZBTB8OS,33.25986
Y_RNA-14,0.0
RBBP4,30.036093
SYNC,7.626966
AC114489.1,0.0
KIAA1522,1.2580563
YARS,10.221707
S100PBP,8.885023
FNDC5,0.0
HPCA,0.23588555
TMEM54,4.1673117
RNF19B,2.8306267
AL031602.1,0.07862852
AL355864.1,0.0
AL355864.2,0.0
AL020995.1,0.0
AK2,20.20753
Metazoa_SRP-3,0.07862852
AZIN2,0.55039966
AL662907.1,0.15725704
TRIM62,0.23588555
AL662907.2,0.15725704
AL662907.3,0.07862852
ZNF362,2.280227
AL513327.3,0.0
A3GALT2,0.0
AL513327.1,0.0
PHC2,4.4031973
MIR3605,0.0
RN7SKP16,0.07862852
AL513327.2,0.07862852
TLR12P,0.0
ZSCAN20,0.23588555
AC115285.1,0.0
CSMD2,0.7076567
HSPD1P14,0.0
HMGB4,0.0
CSMD2-AS1,0.0
RNA5SP42,0.0
C1orf94,0.0
AC115286.1,0.0
MIR552,0.0
SMIM12,12.973705
GJB5,0.0
GJB4,0.0
AL121988.1,0.0
GJB3,0.0
GJA4,13.130962
AL122010.1,0.0
DLGAP3,0.31451407
AC114490.1,0.15725704
AC114490.2,0.0
TMEM35B,0.0
ZMYM6,4.1673117
RPL12P45,0.0
ZMYM1,1.4153134
EFCAB14P1,0.0
AL590434.1,0.0
SFPQ,58.97139
Y_RNA-15,0.0
ZMYM4,4.088683
RN7SL503P,0.0
SNORA62,0.07862852
RPL5P4,4.6390824
ZMYM4-AS1,0.0
Metazoa_SRP-4,0.15725704
KIAA0319L,6.840681
AC004865.1,0.0
NCDN,2.2015986
AC004865.2,0.55039966
TFAP2E,0.07862852
PSMB2,46.783966
C1orf216,2.909255
CLSPN,1.0221708
AL354864.1,0.0
AGO4,1.2580563
AGO1,2.6733696
AL139286.1,0.0
AL139286.2,0.0
AGO3,7.7055945
AL138787.2,0.07862852
AL138787.1,0.0
TEKT2,0.0
ADPRHL2,6.4475384
COL8A2,0.23588555
TRAPPC3,33.495747
MAP7D1,23.35267
RN7SL131P,0.0
THRAP3,24.217583
UBE2V2P4,0.0
SH3D21,4.6390824
EVA1B,16.197475
AL591845.1,0.15725704
STK40,4.0100546
LSM10,34.282036
RNU4-27P,0.0
OSCP1,0.9435422
SNORA63C,0.0
MRPS15,29.878836
CSF3R,0.0
FTLP18,0.0
AL596257.1,0.0
AC117945.2,0.0
AC117945.1,0.0
GRIK3,0.55039966
AL031430.1,0.0
MIR4255,0.0
RNU6-636P,0.0
AL353604.1,0.0
RNA5SP43,0.0
RPS29P6,0.0
LINC01137,1.1007993
ZC3H12A,43.796085
MIR6732,0.0
MEAF6,23.824442
MIR5581,0.0
SNIP1,2.909255
FTH1P1,0.07862852
AL034379.1,3.6955402
DNALI1,2.2015986
GNL2,8.6491375
AL513220.1,0.07862852
RSPO1,0.4717711
C1orf109,3.2237692
CDCA8,0.4717711
EPHA10,0.0
Y_RNA-16,0.0
ACTN4P2,0.0
AL929472.1,0.0
MANEAL,0.39314258
AL929472.3,0.0
YRDC,3.6955402
C1orf122,25.239756
MTF1,3.538283
AL929472.4,0.07862852
AL929472.2,2.9878836
INPP5B,1.8084558
SNORA63,0.0
RNU6-584P,0.0
Metazoa_SRP-5,0.0
