gene,expression
AL512413.1,0.0
MEGF6,4.3077497
MIR551A,0.0
AL513320.1,0.15384822
TPRG1L,8.153955
WRAP73,14.154036
TP73,0.0
AL136528.1,0.0
AL136528.2,0.0
TP73-AS1,7.384714
TP73-AS1-1,0.0
CCDC27,0.0
SMIM1,4.7692947
LRRC47,26.769588
RN7SL574P,0.0
AL365330.1,0.0
CEP104,14.000188
DFFB,2.1538749
C1orf174,24.15417
LINC01134,0.15384822
LINC01346,0.0
LINC01345,0.0
AL805961.1,0.0
AL805961.2,0.0
EEF1DP6,0.0
LINC01777,0.30769643
AL355602.1,0.0
Z98747.1,0.0
LINC01646,0.0
AJAP1,5.6923842
BX005132.2,0.0
BX005132.1,0.0
AL691497.1,0.0
AL139823.1,0.0
Z98259.3,0.0
Z98259.2,0.0
Z98259.1,0.0
Z97988.1,0.0
AL365255.1,0.0
MIR4417,0.0
MIR4689,0.0
NPHP4,2.6154196
KCNAB2,1.2307857
CHD5,0.0
RPL22,348.92773
AL031847.1,0.15384822
RNF207,5.6923842
ICMT,30.615793
LINC00337,0.15384822
HES3,0.0
GPR153,2.923116
ACOT7,17.230999
AL031848.2,0.15384822
HES2,0.46154463
ESPN,1.3846339
MIR4252,0.0
AL031848.1,0.0
TNFRSF25,0.46154463
PLEKHG5,0.61539286
NOL9,10.30783
RNU6-731P,0.0
AL591866.1,0.0
TAS1R1,0.0
ZBTB48,9.846286
KLHL21,10.4616785
PHF13,17.846392
THAP3,20.307964
DNAJC11,8.000108
LINC01672,0.15384822
AL591163.1,0.30769643
AL590128.2,1.5384822
CAMTA1,138.77109
AL590128.1,0.61539286
AL512330.1,0.0
RNU1-8P,0.0
CAMTA1-IT1,0.30769643
Z97987.1,0.0
AL365194.1,0.0
AL359881.3,0.0
AL359881.2,0.0
AL359881.1,0.15384822
VAMP3,61.693134
Z98884.2,0.30769643
PER3,17.538696
Z98884.1,0.0
UTS2,0.0
TNFRSF9,0.61539286
AL009183.1,0.0
PARK7,290.61926
Y_RNA,0.0
AL034417.4,0.46154463
AL034417.3,2.4615715
ERRFI1,60.770046
AL034417.2,3.8462052
AL034417.1,0.0
AL358876.1,0.0
LINC01714,0.0
RNU1-7P,0.0
AL358876.2,0.0
RNU6-991P,0.0
SLC45A1,4.923143
Y_RNA-1,0.0
RERE,52.76994
AL096855.1,0.0
SNORA77,1.3846339
AL096855.2,0.0
RPL7P11,0.0
RPL7P7,0.61539286
Y_RNA-2,0.15384822
AL357552.1,0.30769643
AL357552.2,1.0769374
RPL23AP19,0.0
ENO1,287.54233
MIR6728,0.0
ENO1-IT1,1.5384822
ENO1-AS1,1.0769374
RNU6-304P,0.0
HMGN2P17,0.0
AL139415.1,0.0
AL139415.2,0.61539286
CA6,0.0
RN7SL451P,0.0
SLC2A7,0.0
SLC2A5,1.0769374
SCARNA16,0.0
GPR157,1.6923304
MIR34AHG,1.0769374
MIR34A,0.0
LINC01759,1.0769374
Z98044.1,0.15384822
H6PD,14.461733
SPSB1,41.846714
BX323043.1,0.0
AL928921.2,0.7692411
RNA5SP40,0.0
AL928921.1,0.0
SLC25A33,20.769508
AL954705.1,0.0
TMEM201,5.076991
PIK3CD,0.46154463
PIK3CD-AS1,0.0
AL691449.1,0.0
PIK3CD-AS2,1.6923304
CLSTN1,31.846579
MZT1P1,0.0
AL357140.3,0.0
CTNNBIP1,18.307938
AL357140.1,0.15384822
LZIC,19.538723
AL357140.2,0.7692411
NMNAT1,5.5385356
RN7SKP269,0.0
AL357140.4,0.15384822
MIR5697,0.0
AL603962.1,0.0
RBP7,7.077018
UBE4B,8.000108
AL590639.1,0.30769643
PGAM1P11,0.0
RNU6-828P,0.0
KIF1B,16.000216
MIR1273D,0.0
RNU6-37P,3.3846607
RN7SL731P,0.0
AL139424.3,0.61539286
AL139424.2,0.15384822
PGD,11.538615
AL139424.1,0.0
CENPS-CORT,0.15384822
CENPS,4.3077497
CORT,0.30769643
DFFA,25.07726
AL354956.1,0.15384822
PEX14,10.30783
RN7SL614P,0.0
CASZ1,1.8461785
AL139423.1,0.0
HSPE1P24,0.0
C1orf127,0.0
CFL1P6,0.0
TARDBP,36.46203
AL109811.4,0.0
MASP2,0.15384822
AL109811.3,0.0
SRM,58.15462
EXOSC10,17.538696
AL109811.1,0.0
AL109811.2,0.92308927
MTOR,7.2308664
MTOR-AS1,0.0
RNU6-537P,0.0
ANGPTL7,4.923143
RNU6-291P,0.0
RPL39P6,0.46154463
UBIAD1,9.5385895
UBE2V2P3,0.0
AL031291.1,0.0
MTCYBP45,0.0
DISP3,0.0
LINC01647,0.0
AL031731.1,0.46154463
FBXO2,1.0769374
FBXO44,8.769348
FBXO6,14.769428
MAD2L2,43.539043
DRAXIN,0.30769643
AGTRAP,47.846794
C1orf167,13.538643
AL953897.1,0.15384822
MTHFR,31.846579
CLCN6,7.846259
NPPA-AS1,0.30769643
NPPA-AS1_1,0.0
NPPA-AS1_2,0.0
NPPA,0.0
NPPA-AS1_3,0.0
NPPB,0.0
AL021155.1,0.0
RNU5E-1,6.9231696
RNU5E-4P,1.5384822
KIAA2013,18.769482
PLOD1,52.462242
MFN2,12.154009
AL096840.1,0.46154463
MIIP,22.769537
Y_RNA-3,0.0
MIR6729,0.0
RN7SL649P,0.0
TNFRSF8,0.15384822
RNU6-777P,0.0
RPL23AP89,0.30769643
MIR7846,0.0
TNFRSF1B,6.9231696
MIR4632,0.0
RPL10P17,0.0
SNORA70,0.0
VPS13D,12.461705
SNORA59A,0.0
AC243836.1,0.0
DHRS3,15.230973
RNU6ATAC18P,0.0
MIR6730,0.0
AC254633.1,0.15384822
AADACL4,0.0
AC244670.1,0.0
AADACL3,0.0
C1orf158,0.0
PRAMEF12,0.0
PRAMEF1,0.0
LINC01784,0.0
PRAMEF11,0.0
PRAMEF30P,0.0
HNRNPCL1,0.0
PRAMEF2,0.0
PRAMEF4,0.0
PRAMEF10,0.0
PRAMEF7,0.0
RNU6-1072P,0.0
PRAMEF29P,0.0
PRAMEF6,0.0
PRAMEF28P,0.0
PRAMEF27,0.0
HNRNPCL3,0.0
PRAMEF25,0.0
PRAMEF34P,0.0
PRAMEF35P,0.0
HNRNPCL2,0.0
PRAMEF36P,0.0
AC245056.1,0.0
PRAMEF26,0.0
HNRNPCL4,0.0
PRAMEF9,0.0
PRAMEF13,0.0
PRAMEF18,0.0
PRAMEF31P,0.0
PRAMEF5,0.0
PRAMEF32P,0.0
RNU6-443P,0.0
PRAMEF8,0.0
PRAMEF33,0.0
PRAMEF15,0.0
AC243961.1,0.0
PRAMEF14,0.0
PRAMEF19,0.0
PRAMEF17,0.0
PRAMEF20,0.0
LRRC38,0.15384822
AL354712.1,0.0
BRWD1P1,0.0
PDPN,122.00163
RNA5SP41,0.0
AL359771.1,0.0
SCARNA11,0.0
PRDM2,25.692652
KAZN,17.07715
RNU6-1265P,0.0
AL357873.1,0.0
AL359873.1,0.0
TBCAP2,0.30769643
TMEM51-AS1,0.46154463
TMEM51,9.384741
C1orf195,0.0
AL035405.1,2.1538749
AL391094.1,0.0
FHAD1,0.30769643
AL031283.2,0.0
AL031283.3,0.15384822
AL031283.1,0.0
EFHD2,28.308071
CTRC,0.92308927
CELA2A,0.0
CELA2B,0.15384822
CASP9,3.8462052
DNAJC16,4.461598
SCARNA21B,0.0
AL121992.3,0.0
AGMAT,0.46154463
AL121992.1,0.0
CHCHD2P6,0.30769643
RNU7-179P,0.0
CD24P1,0.0
DDI2,5.076991
RSC1A1,0.0
AL121992.2,0.0
PLEKHM2,12.769402
AL450998.3,0.0
SLC25A34,1.2307857
AL450998.2,0.0
TMEM82,0.0
FBLIM1,117.07849
RPL12P14,1.5384822
UQCRHL,10.30783
AL450998.1,18.154089
FLJ37453,13.384794
SPEN,32.308125
AL034555.1,0.0
ZBTB17,13.230946
AL355994.4,0.30769643
AL355994.1,0.0
AL355994.5,0.0
TBC1D3P6,0.0
C1orf64,0.0
AL355994.3,0.0
HSPB7,8.307804
CLCNKA,0.15384822
AL355994.2,0.0
CLCNKB,0.30769643
FAM131C,0.15384822
EPHA2,15.077125
AL451042.2,0.0
AL451042.1,0.15384822
ARHGEF19-AS1,0.0
ARHGEF19,5.2308393
ANO7L1,1.8461785
RSG1,1.5384822
MT1XP1,2.1538749
FBXO42,15.077125
SZRD1,56.1546
AL358794.1,0.15384822
SPATA21,2.000027
NECAP2,46.769855
LINC01772,0.7692411
CROCCP3,0.92308927
RNU1-1,1.5384822
AL137802.2,0.61539286
AL137802.1,0.46154463
LINC01783,0.61539286
RNU1-6P,0.0
FAM231B,0.0
AL355149.1,0.0
NBPF1,9.384741
AL137798.1,0.0
CROCCP2,20.154116
AL137798.3,0.0
MST1P2,2.3077233
AL137798.2,0.0
RNU1-3,0.0
FAM231A,0.0
AL021920.2,0.0
EIF1AXP1,1.2307857
ESPNP,0.0
AL021920.1,0.0
FAM231C,0.0
AL021920.3,0.0
CROCC,10.769375
CROCCP4,0.0
RNU1-4,0.0
MST1L,0.46154463
BX284668.1,0.0
BX284668.3,0.0
MIR3675,0.0
BX284668.2,0.15384822
RNU1-5P,0.0
BX284668.5,29.692705
BX284668.4,0.15384822
RNU1-2,0.15384822
BX284668.6,7.077018
MFAP2,0.30769643
AL049569.1,0.0
ATP13A2,5.3846874
SDHB,71.847115
PADI2,0.15384822
AL590644.1,0.0
AL590644.3,0.0
PADI1,0.0
PADI3,0.15384822
MIR3972,0.0
PADI4,0.0
PADI6,0.0
AC004824.1,0.0
RCC2,19.846418
ARHGEF10L,4.6154466
AL136529.1,0.0
ACTL8,0.0
AL357509.1,0.0
LINC01654,0.0
IGSF21,0.0
AL365209.1,0.0
AL359738.1,0.0
AL591896.1,0.0
KLHDC7A,0.0
DYNLL1P3,0.0
AL031737.1,0.0
PAX7,0.0
TAS1R2,0.0
AL080251.1,0.0
ALDH4A1,2.923116
MIR4695,0.0
MIR1290,0.0
IFFO2,7.384714
AL137127.1,0.15384822
UBR4,8.6154995
AL035413.1,3.2308125
EMC1,14.461733
MRTO4,22.307991
AKR7L,0.0
AKR7A3,1.8461785
AL035413.2,0.0
AKR7A2,87.539635
RNU6-1099P,2.6154196
PQLC2,7.2308664
CAPZB,320.00427
RN7SL277P,0.30769643
RNU4-28P,0.0
AL031727.2,0.0
MINOS1,222.00298
MINOS1-NBL1,0.0
AL031727.1,181.23318
NBL1,250.31105
HTR6,0.0
TMCO4,6.1539288
RNF186,0.0
AL391883.1,0.0
OTUD3,3.3846607
PLA2G2E,0.0
RN7SL304P,0.0
PLA2G2A,1.8461785
PLA2G5,1.5384822
PLA2G2D,0.0
PLA2G2F,0.0
Z98257.1,0.0
PLA2G2C,0.30769643
UBXN10-AS1,2.1538749
UBXN10,0.61539286
LINC01757,0.0
Z98257.2,0.0
VWA5B1,0.0
AL020998.1,0.0
LINC01141,0.0
AL139254.1,0.0
AL139254.2,0.0
AL139254.3,0.0
CAMK2N1,33.846603
MUL1,15.230973
RPS4XP4,0.15384822
FAM43B,0.0
CDA,0.0
PINK1,14.923277
MIR6084,0.0
PINK1-AS,1.3846339
DDOST,71.38557
KIF17,1.3846339
AL663074.2,0.0
SH2D5,0.0
AL663074.1,0.0
HP1BP3,107.539894
EIF4G3,21.692598
RNU7-200P,0.0
MIR1256,0.0
RPS15AP6,0.46154463
AL627311.1,0.0
HSPE1P27,0.0
ECE1,58.61617
AL031005.1,0.15384822
AL031728.1,0.46154463
PPP1R11P1,0.0
AL592309.1,0.0
AL592309.2,0.0
NBPF2P,0.15384822
HS6ST1P1,0.0
CROCCP5,0.0
NBPF3,11.8463125
PFN1P10,0.0
ALPL,6.00008
AL359815.1,0.0
RAP1GAP,0.30769643
USP48,32.92352
AL590103.1,0.0
LDLRAD2,0.61539286
HSPG2,87.07809
AL590556.1,2.7692678
AL590556.2,0.0
CELA3B,0.0
RN7SL386P,0.0
RNU6-1022P,0.0
CELA3A,0.0
RN7SL186P,0.0
RNU6-776P,0.0
LINC01635,0.0
LINC00339,10.0001335
CDC42,259.23425
CDC42-IT1,3.3846607
AL031281.1,0.0
AL031281.2,0.30769643
WNT4,18.769482
MIR4418,0.0
AL591122.1,0.0
AL591122.2,0.0
ZBTB40,5.846232
ZBTB40-IT1,0.0
EPHA8,0.0
MIR6127,0.0
C1QA,0.15384822
C1QC,0.0
C1QB,0.0
EPHB2,2.000027
MIR4684,0.0
AL512444.1,0.0
MIR4253,0.0
LACTBL1,0.0
TEX46,0.15384822
KDM1A,9.384741
AL031428.1,0.0
MIR3115,0.0
MIR4419A,0.46154463
LUZP1,66.61627
AL161672.1,0.0
RNU6-514P,0.92308927
RNU6-135P,0.15384822
HTR1D,0.0
AL109936.1,0.0
LINC01355,2.000027
AL109936.8,0.0
HNRNPR,114.77077
ZNF436,9.692438
ZNF436-AS1,2.923116
Y_RNA-4,0.0
AL109936.2,0.0
TCEA3,14.000188
AL357134.1,0.15384822
ASAP3,6.307777
E2F2,0.0
AL021154.1,0.0
ID3,1151.0924
MDS2,0.30769643
AL451000.1,0.0
RPL11,1740.1771
ELOA,18.615633
ELOA-AS1,4.153902
PITHD1,40.462082
LYPLA2,26.000347
GALE,4.153902
HMGCL,22.154142
FUCA1,10.4616785
CNR2,0.15384822
BTBD6P1,0.0
AL590609.3,0.0
MIR378F,0.0
AL590609.2,0.0
PNRC2,88.77042
SRSF10,137.69415
AL590609.1,2.7692678
AL591178.1,0.0
MYOM3,0.0
AL591178.2,0.0
IL22RA1,0.0
IFNLR1,0.0
AL590683.1,0.0
AL138902.1,0.0
GRHL3,0.0
STPG1,2.6154196
NIPAL3,4.461598
RCAN3,6.7693214
AL445686.2,5.3846874
NCMAP,0.0
AL445686.1,0.0
Y_RNA-5,0.0
SRRM1,126.001686
AL445648.1,0.0
CLIC4,127.694016
RNU6-1208P,0.0
RUNX3,0.30769643
MIR6731,0.0
AL445471.1,0.0
AL445471.2,0.15384822
MIR4425,0.0
AL050344.1,0.0
AL121994.1,0.46154463
AL031432.1,0.30769643
SYF2,177.84853
AL031432.4,3.2308125
AL031432.5,0.0
RSRP1,119.847755
AL031432.3,0.0
AL031432.2,0.15384822
RHD,0.15384822
SDHDP6,0.0
AL928711.1,0.0
TMEM50A,248.00331
RHCE,0.0
AL031284.1,0.0
TMEM57,23.384928
LDLRAP1,14.000188
AL606491.1,1.8461785
MAN1C1,12.00016
AL031280.1,4.153902
SELENON,26.000347
AL020996.2,0.0
AL020996.1,0.7692411
MTFR1L,31.231186
AL020996.3,0.0
AUNIP,0.0
AL033528.2,1.0769374
PAQR7,7.846259
Y_RNA-6,0.15384822
STMN1,70.30863
SNRPFP2,0.0
AL033528.1,0.30769643
MIR3917,0.0
PAFAH2,5.3846874
RNU6-110P,0.0
SCARNA17,0.0
SCARNA18,0.0
EXTL1,0.30769643
SLC30A2,0.46154463
AL391650.2,0.0
TRIM63,0.15384822
PDIK1L,2.6154196
FAM110D,1.6923304
C1orf232,0.0
AL391650.1,0.30769643
ZNF593,47.077553
CNKSR1,0.30769643
CATSPER4,0.0
AL355877.1,0.0
AL355877.3,0.0
CEP85,1.6923304
AL355877.2,0.0
SH3BGRL3,250.77257
UBXN11,3.8462052
CD52,0.7692411
CRYBG2,0.0
AL451139.1,0.0
ZNF683,0.0
LIN28A,0.0
DHDDS,8.769348
AL513365.1,56.92384
AL513365.2,0.15384822
HMGN2,168.46379
DPPA2P2,0.15384822
RPS6KA1,0.30769643
MIR1976,0.0
RN7SL679P,0.0
Y_RNA-7,0.0
RNU7-29P,0.0
AL627313.1,0.0
snoU13,0.0
AL627082.1,0.0
AL512408.1,0.0
ARID1A,43.385197
PIGV,8.307804
RN7SL165P,0.15384822
ZDHHC18,4.461598
SFN,2.4615715
AL034380.1,0.0
GPN2,15.230973
GPATCH3,10.30783
NUDC,138.1557
NR0B2,0.0
KDF1,0.0
RPL12P13,0.61539286
AL356390.1,0.15384822
OSTCP2,0.0
TRNP1,3.2308125
FAM46B,1.5384822
SLC9A1,9.384741
AL590640.2,0.30769643
CHCHD3P3,0.15384822
NPM1P39,1.6923304
SNRPEP7,0.0
AL590640.1,0.0
WDTC1,10.615526
Y_RNA-8,0.0
FO393419.3,0.0
TMEM222,25.07726
RNU6-48P,0.0
ACTG1P20,0.0
SYTL1,0.46154463
MAP3K6,12.769402
FCN3,2.6154196
CD164L2,0.0
FO393419.1,0.0
GPR3,0.7692411
WASF2,130.61713
FO393419.2,0.15384822
BX293535.1,0.7692411
AHDC1,22.615688
FGR,0.30769643
AL031729.1,5.846232
AL445490.2,0.46154463
IFI6,326.4659
AL445490.1,0.0
RNU6-949P,0.0
CHMP1AP1,0.0
RNU6-424P,0.0
FAM76A,18.92333
AL020997.1,0.92308927
RPEP3,0.0
STX12,56.46229
AL020997.2,2.7692678
AL020997.3,0.15384822
RNU6-1245P,0.0
PPP1R8,27.231134
SCARNA1,0.0
THEMIS2,3.692357
RPA2,34.000454
SMPDL3B,0.0
AL512288.1,0.0
XKR8,6.00008
EYA3,7.6924105
AL512288.2,0.0
RN7SL559P,0.30769643
SPCS2P4,4.6154466
AL137792.2,0.0
AL137792.1,0.0
RNU6-176P,0.0
PTAFR,1.6923304
DNAJC8,133.0787
ATPIF1,171.6946
AL353622.1,0.30769643
AL353622.2,0.0
SESN2,15.077125
MED18,7.077018
PHACTR4,32.154274
Y_RNA-9,0.0
CR391992.1,0.30769643
RNU6ATAC27P,1.6923304
RCC1,16.000216
SNHG3,45.231377
SNORA73A,0.0
SNORA73B,0.15384822
PRDX3P2,0.0
AL513497.1,1.2307857
TRNAU1AP,28.923466
SNHG12,19.077179
SNORD99,3.8462052
SNORA61,0.0
SNORA44,0.0
SNORA16A,0.0
SNORA16A-1,0.0
TAF12,43.385197
RAB42,1.5384822
LINC01715,0.7692411
AL360012.1,0.0
RNU11,0.61539286
GMEB1,15.692518
SCARNA24,0.0
YTHDF2,65.69319
OPRD1,0.30769643
AL009181.1,0.0
Y_RNA-10,0.0
EPB41,3.8462052
AL138785.1,11.3847685
Y_RNA-11,0.0
Metazoa_SRP,0.15384822
TMEM200B,12.769402
AL357500.1,0.0
SRSF4,93.69356
uc_338,0.0
MECR,12.615554
AL590729.1,0.0
PTPRU,1.3846339
LINC01756,0.0
AL671862.1,0.0
AC092265.1,0.0
AL645944.2,0.0
AL645944.1,0.0
LINC01648,0.0
AL137076.1,0.0
AL021921.1,0.0
AL161638.2,0.0
AL161638.1,0.0
MATN1,0.0
MATN1-AS1,0.61539286
LAPTM5,0.0
MIR4420,0.0
AL137027.1,0.0
LINC01778,1.5384822
RN7SKP91,0.0
AL445235.1,0.0
SDC3,20.000267
RN7SL371P,0.0
PUM1,37.69281
AL356320.2,0.15384822
AL356320.1,0.0
SELENOWP1,0.0
AC114495.1,0.15384822
NKAIN1,0.0
SNRNP40,50.462215
AC114495.2,0.15384822
ZCCHC17,43.692894
AL451070.1,0.0
FABP3,3.0769644
SERINC2,1.3846339
AC209007.1,0.0
RNU6-40P,0.15384822
LINC01225,0.0
Y_RNA-12,0.0
LINC01226,0.0
AC114488.1,0.0
TINAGL1,148.92506
HCRTR1,0.0
PEF1,40.000534
AC114488.2,0.0
AC114488.3,0.61539286
COL16A1,33.077366
ADGRB2,2.4615715
MIR4254,0.0
AL354919.2,0.0
SPOCD1,11.538615
AL354919.1,0.30769643
AL136115.2,0.30769643
PTP4A2,97.53977
AL136115.1,0.15384822
AL136115.3,0.0
KHDRBS1,111.539955
AL445248.1,0.15384822
TMEM39B,19.231028
MIR5585,0.30769643
Metazoa_SRP-1,0.0
KPNA6,28.154222
AL049795.2,0.0
TXLNA,23.23108
CCDC28B,44.76983
AL049795.1,0.30769643
IQCC,2.6154196
DCDC2B,0.46154463
TMEM234,13.077098
EIF3I,130.1556
MTMR9LP,8.769348
FAM167B,15.077125
LCK,0.15384822
Metazoa_SRP-2,0.0
Y_RNA-13,0.0
HDAC1,58.46232
MARCKSL1,182.46397
AL109945.1,0.0
TSSK3,0.15384822
FAM229A,2.7692678
BSDC1,36.46203
GAPDHP20,0.0
AL356986.1,0.0
LRRC37A12P,0.0
RN7SL122P,0.0
AL033529.1,0.0
ZBTB8B,0.15384822
ZBTB8A,12.461705
ZBTB8OS,44.46213
Y_RNA-14,0.0
RBBP4,63.693157
SYNC,15.692518
AC114489.1,0.0
KIAA1522,2.1538749
YARS,18.769482
S100PBP,17.230999
FNDC5,0.15384822
HPCA,0.61539286
TMEM54,9.5385895
RNF19B,5.6923842
AL031602.1,0.15384822
AL355864.1,0.0
AL355864.2,0.0
AL020995.1,0.0
AK2,48.46219
Metazoa_SRP-3,0.15384822
AZIN2,4.000054
AL662907.1,0.15384822
TRIM62,2.3077233
AL662907.2,0.15384822
AL662907.3,0.15384822
ZNF362,13.230946
AL513327.3,0.0
A3GALT2,0.0
AL513327.1,0.0
PHC2,23.846472
MIR3605,0.0
RN7SKP16,0.30769643
AL513327.2,0.0
TLR12P,0.0
ZSCAN20,1.5384822
AC115285.1,0.15384822
CSMD2,0.7692411
HSPD1P14,0.0
HMGB4,0.0
CSMD2-AS1,0.0
RNA5SP42,0.0
C1orf94,0.0
AC115286.1,0.0
MIR552,0.0
SMIM12,48.30834
GJB5,0.0
GJB4,0.0
AL121988.1,0.0
GJB3,0.0
GJA4,134.46333
AL122010.1,0.0
DLGAP3,1.0769374
AC114490.1,0.92308927
AC114490.2,0.15384822
TMEM35B,0.0
ZMYM6,8.6154995
RPL12P45,0.0
ZMYM1,6.615473
EFCAB14P1,0.0
AL590434.1,0.46154463
SFPQ,144.77116
Y_RNA-15,0.0
ZMYM4,14.61558
RN7SL503P,0.15384822
SNORA62,0.15384822
RPL5P4,5.846232
ZMYM4-AS1,0.0
Metazoa_SRP-4,0.7692411
KIAA0319L,18.615633
AC004865.1,0.0
NCDN,6.615473
AC004865.2,0.61539286
TFAP2E,0.46154463
PSMB2,142.00189
C1orf216,14.307884
CLSPN,1.6923304
AL354864.1,0.0
AGO4,5.6923842
AGO1,9.0770445
AL139286.1,0.0
AL139286.2,0.30769643
AGO3,28.154222
AL138787.2,0.15384822
AL138787.1,0.30769643
TEKT2,0.15384822
ADPRHL2,21.692598
COL8A2,2.4615715
TRAPPC3,79.84722
MAP7D1,80.61646
RN7SL131P,0.0
THRAP3,82.154945
UBE2V2P4,0.61539286
SH3D21,1.8461785
EVA1B,64.4624
AL591845.1,0.7692411
STK40,12.615554
LSM10,52.462242
RNU4-27P,0.0
OSCP1,5.5385356
SNORA63C,0.0
MRPS15,63.847008
CSF3R,0.0
FTLP18,0.0
AL596257.1,0.0
AC117945.2,0.0
AC117945.1,0.0
GRIK3,5.2308393
AL031430.1,0.15384822
MIR4255,0.0
RNU6-636P,0.0
AL353604.1,0.0
RNA5SP43,0.0
RPS29P6,0.0
LINC01137,4.000054
ZC3H12A,61.846977
MIR6732,0.0
MEAF6,84.00113
MIR5581,0.0
SNIP1,7.5385623
FTH1P1,0.15384822
AL034379.1,5.2308393
DNALI1,10.769375
GNL2,26.769588
AL513220.1,0.0
RSPO1,2.923116
C1orf109,10.30783
CDCA8,0.61539286
EPHA10,0.46154463
Y_RNA-16,0.0
ACTN4P2,0.0
AL929472.1,0.0
MANEAL,0.30769643
AL929472.3,0.0
YRDC,8.000108
C1orf122,78.77029
MTF1,11.692464
AL929472.4,0.0
AL929472.2,9.846286
INPP5B,7.5385623
SNORA63,0.0
RNU6-584P,0.0
Metazoa_SRP-5,0.0
SF3A3,35.231243
RNU6-510P,0.0
FHL3,58.15462
UTP11,68.923996
POU3F1,2.1538749
AL139158.2,0.15384822
AL139158.1,0.0
MIR3659,0.0
