gene,expression
AL590438.1,0.046390954
ARHGEF16,0.6958643
AL512413.1,0.046390954
MEGF6,3.3865397
MIR551A,0.0
AL513320.1,0.13917287
TPRG1L,11.64413
WRAP73,12.943076
TP73,0.27834573
AL136528.1,0.0
AL136528.2,0.0
TP73-AS1,6.401952
TP73-AS1-1,0.0
CCDC27,0.046390954
SMIM1,3.015412
LRRC47,20.087284
RN7SL574P,0.09278191
AL365330.1,0.0
CEP104,11.69052
DFFB,2.4123297
C1orf174,14.473978
LINC01134,0.18556382
LINC01346,0.09278191
LINC01345,0.23195477
AL805961.1,0.0
AL805961.2,0.046390954
EEF1DP6,0.046390954
LINC01777,0.046390954
AL355602.1,0.0
Z98747.1,0.0
LINC01646,0.0
AJAP1,1.066992
BX005132.2,0.0
BX005132.1,0.046390954
AL691497.1,0.0
AL139823.1,0.0
Z98259.3,0.0
Z98259.2,0.0
Z98259.1,0.0
Z97988.1,0.0
AL365255.1,0.0
MIR4417,0.0
MIR4689,0.0
NPHP4,2.133984
KCNAB2,1.8556381
CHD5,0.23195477
RPL22,282.1034
AL031847.1,0.41751862
RNF207,7.7472897
ICMT,20.458412
LINC00337,0.32473668
HES3,0.0
GPR153,2.5978935
ACOT7,23.056305
AL031848.2,0.64947337
HES2,0.6030824
ESPN,1.0206009
MIR4252,0.0
AL031848.1,0.0
TNFRSF25,4.267968
PLEKHG5,3.6648855
NOL9,9.046236
RNU6-731P,0.046390954
AL591866.1,0.09278191
TAS1R1,0.09278191
ZBTB48,6.7730794
KLHL21,14.010068
PHF13,17.442999
THAP3,12.989468
DNAJC11,11.226611
LINC01672,0.046390954
AL591163.1,0.41751862
AL590128.2,3.8040583
CAMTA1,127.57513
AL590128.1,0.46390954
AL512330.1,0.046390954
RNU1-8P,0.13917287
CAMTA1-IT1,0.18556382
Z97987.1,0.0
AL365194.1,0.55669147
AL359881.3,0.09278191
AL359881.2,0.0
AL359881.1,0.046390954
VAMP3,59.24125
Z98884.2,0.09278191
PER3,20.458412
Z98884.1,0.23195477
UTS2,0.046390954
TNFRSF9,1.7628562
AL009183.1,0.0
PARK7,226.6662
Y_RNA,0.0
AL034417.4,0.97421
AL034417.3,3.8040583
ERRFI1,32.93758
AL034417.2,1.6236835
AL034417.1,0.23195477
AL358876.1,0.0
LINC01714,0.046390954
RNU1-7P,0.0
AL358876.2,0.0
RNU6-991P,0.0
SLC45A1,2.0412018
Y_RNA-1,0.0
RERE,60.30824
AL096855.1,0.13917287
SNORA77,1.1133829
AL096855.2,0.0
RPL7P11,0.0
RPL7P7,0.97421
Y_RNA-2,0.41751862
AL357552.1,0.0
AL357552.2,0.51030046
RPL23AP19,0.18556382
ENO1,268.6964
MIR6728,0.0
ENO1-IT1,1.5772924
ENO1-AS1,3.5721037
RNU6-304P,0.0
HMGN2P17,0.0
AL139415.1,0.046390954
AL139415.2,0.6030824
CA6,0.0
RN7SL451P,0.0
SLC2A7,0.046390954
SLC2A5,0.51030046
SCARNA16,0.0
GPR157,1.994811
MIR34AHG,0.9278191
MIR34A,0.0
LINC01759,1.066992
Z98044.1,0.0
H6PD,14.381196
SPSB1,34.00457
BX323043.1,0.32473668
AL928921.2,0.6030824
RNA5SP40,0.0
AL928921.1,0.0
SLC25A33,22.36044
AL954705.1,0.18556382
TMEM201,3.89684
PIK3CD,0.55669147
PIK3CD-AS1,0.0
AL691449.1,0.0
PIK3CD-AS2,1.5772924
CLSTN1,26.071716
MZT1P1,0.0
AL357140.3,0.0
CTNNBIP1,21.710966
AL357140.1,0.0
LZIC,15.448188
AL357140.2,0.6030824
NMNAT1,6.7730794
RN7SKP269,0.046390954
AL357140.4,0.0
MIR5697,0.0
AL603962.1,0.0
RBP7,48.246593
UBE4B,9.881273
AL590639.1,0.23195477
PGAM1P11,0.0
RNU6-828P,0.13917287
KIF1B,15.865707
MIR1273D,0.0
RNU6-37P,3.8504496
RN7SL731P,0.0
AL139424.3,0.64947337
AL139424.2,0.046390954
PGD,16.329615
AL139424.1,0.09278191
CENPS-CORT,0.51030046
CENPS,5.5205235
CORT,2.7834573
DFFA,24.587208
AL354956.1,0.0
PEX14,7.4689436
RN7SL614P,0.0
CASZ1,6.448343
AL139423.1,0.09278191
HSPE1P24,0.0
C1orf127,0.0
CFL1P6,0.0
TARDBP,31.12833
AL109811.4,0.0
MASP2,0.046390954
AL109811.3,0.13917287
SRM,45.787872
EXOSC10,12.525558
AL109811.1,0.13917287
AL109811.2,0.41751862
MTOR,7.886462
MTOR-AS1,0.0
RNU6-537P,0.0
ANGPTL7,1.2061648
RNU6-291P,0.0
RPL39P6,0.27834573
UBIAD1,7.979244
UBE2V2P3,0.09278191
AL031291.1,0.0
MTCYBP45,0.0
DISP3,0.09278191
LINC01647,0.0
AL031731.1,0.51030046
FBXO2,1.4845105
FBXO44,7.4225526
FBXO6,12.989468
MAD2L2,39.94261
DRAXIN,0.27834573
AGTRAP,45.787872
C1orf167,8.628717
AL953897.1,0.046390954
MTHFR,34.97878
CLCN6,5.984433
NPPA-AS1,0.37112764
NPPA-AS1_1,0.0
NPPA-AS1_2,0.0
NPPA,0.0
NPPA-AS1_3,0.0
NPPB,0.0
AL021155.1,0.0
RNU5E-1,16.97909
RNU5E-4P,7.886462
KIAA2013,19.298637
PLOD1,40.22096
MFN2,9.046236
AL096840.1,0.27834573
MIIP,13.546159
Y_RNA-3,0.0
MIR6729,0.0
RN7SL649P,0.0
TNFRSF8,0.18556382
RNU6-777P,0.0
RPL23AP89,0.27834573
MIR7846,0.0
TNFRSF1B,14.798715
MIR4632,0.0
RPL10P17,0.0
SNORA70,0.0
VPS13D,12.896686
SNORA59A,0.0
AC243836.1,0.0
DHRS3,13.406986
RNU6ATAC18P,0.0
MIR6730,0.0
AC254633.1,0.27834573
AADACL4,0.0
AC244670.1,0.0
AADACL3,0.0
C1orf158,0.046390954
PRAMEF12,0.0
PRAMEF1,0.0
LINC01784,0.0
PRAMEF11,0.0
PRAMEF30P,0.0
HNRNPCL1,0.0
PRAMEF2,0.0
PRAMEF4,0.0
PRAMEF10,0.0
PRAMEF7,0.0
RNU6-1072P,0.0
PRAMEF29P,0.0
PRAMEF6,0.0
PRAMEF28P,0.0
PRAMEF27,0.0
HNRNPCL3,0.0
PRAMEF25,0.0
PRAMEF34P,0.0
PRAMEF35P,0.0
HNRNPCL2,0.0
PRAMEF36P,0.0
AC245056.1,0.0
PRAMEF26,0.0
HNRNPCL4,0.0
PRAMEF9,0.0
PRAMEF13,0.0
PRAMEF18,0.0
PRAMEF31P,0.0
PRAMEF5,0.0
PRAMEF32P,0.0
RNU6-443P,0.0
PRAMEF8,0.0
PRAMEF33,0.0
PRAMEF15,0.0
AC243961.1,0.0
PRAMEF14,0.0
PRAMEF19,0.0
PRAMEF17,0.0
PRAMEF20,0.0
LRRC38,0.046390954
AL354712.1,0.0
BRWD1P1,0.0
PDPN,121.49791
RNA5SP41,0.0
AL359771.1,0.0
SCARNA11,0.0
PRDM2,22.685177
KAZN,12.989468
RNU6-1265P,0.0
AL357873.1,0.0
AL359873.1,0.0
TBCAP2,0.046390954
TMEM51-AS1,0.37112764
TMEM51,10.577138
C1orf195,0.0
AL035405.1,1.6236835
AL391094.1,0.0
FHAD1,0.55669147
AL031283.2,0.13917287
AL031283.3,0.046390954
AL031283.1,0.46390954
EFHD2,38.78284
CTRC,0.97421
CELA2A,0.0
CELA2B,0.0
CASP9,4.3143587
DNAJC16,5.010223
SCARNA21B,0.0
AL121992.3,0.09278191
AGMAT,0.64947337
AL121992.1,0.51030046
CHCHD2P6,0.6030824
RNU7-179P,0.09278191
CD24P1,0.0
DDI2,8.118417
RSC1A1,0.0
AL121992.2,0.046390954
PLEKHM2,10.7163105
AL450998.3,0.046390954
SLC25A34,0.7422553
AL450998.2,0.0
TMEM82,0.09278191
FBLIM1,54.3702
RPL12P14,0.6030824
UQCRHL,7.5617256
AL450998.1,13.59255
FLJ37453,15.07706
SPEN,29.226301
AL034555.1,0.0
ZBTB17,12.525558
AL355994.4,0.41751862
AL355994.1,0.0
AL355994.5,0.0
TBC1D3P6,0.0
C1orf64,0.046390954
AL355994.3,0.0
HSPB7,2.5051115
CLCNKA,0.0
AL355994.2,0.0
CLCNKB,0.0
FAM131C,0.0
EPHA2,17.628563
AL451042.2,0.23195477
AL451042.1,0.046390954
ARHGEF19-AS1,0.046390954
ARHGEF19,5.7524786
ANO7L1,0.7422553
RSG1,1.3917286
MT1XP1,1.9020292
FBXO42,8.860672
SZRD1,44.628098
AL358794.1,0.18556382
SPATA21,1.1133829
NECAP2,52.097042
LINC01772,0.83503723
CROCCP3,1.066992
RNU1-1,10.298793
AL137802.2,0.7886462
AL137802.1,0.37112764
LINC01783,0.41751862
RNU1-6P,0.0
FAM231B,0.0
AL355149.1,0.0
NBPF1,5.1493964
AL137798.1,0.0
CROCCP2,17.814127
AL137798.3,0.0
MST1P2,2.2731566
AL137798.2,0.0
RNU1-3,0.0
FAM231A,0.0
AL021920.2,0.0
EIF1AXP1,1.6700745
ESPNP,0.0
AL021920.1,0.0
FAM231C,0.0
AL021920.3,0.0
CROCC,8.303981
CROCCP4,0.09278191
RNU1-4,0.0
MST1L,0.9278191
BX284668.1,0.0
BX284668.3,0.0
MIR3675,0.0
BX284668.2,0.32473668
RNU1-5P,0.0
BX284668.5,32.3345
BX284668.4,0.046390954
RNU1-2,1.94842
BX284668.6,11.087438
MFAP2,0.6030824
AL049569.1,0.0
ATP13A2,8.072026
SDHB,52.51456
PADI2,1.2061648
AL590644.1,0.0
AL590644.3,0.0
PADI1,0.0
PADI3,0.23195477
MIR3972,0.0
PADI4,0.0
PADI6,0.0
AC004824.1,0.046390954
RCC2,27.927355
ARHGEF10L,5.288569
AL136529.1,0.0
ACTL8,0.046390954
AL357509.1,0.0
LINC01654,0.0
IGSF21,0.0
AL365209.1,0.0
AL359738.1,0.0
AL591896.1,0.0
KLHDC7A,0.09278191
DYNLL1P3,0.0
AL031737.1,0.0
PAX7,0.0
TAS1R2,0.0
AL080251.1,0.0
ALDH4A1,3.247367
MIR4695,0.0
MIR1290,0.0
IFFO2,7.005034
AL137127.1,0.046390954
UBR4,9.370974
AL035413.1,2.4123297
EMC1,12.757513
MRTO4,22.174875
AKR7L,0.18556382
AKR7A3,1.6236835
AL035413.2,0.18556382
AKR7A2,60.632977
RNU6-1099P,1.5309016
PQLC2,6.216388
CAPZB,242.25356
RN7SL277P,0.37112764
RNU4-28P,0.0
AL031727.2,0.046390954
MINOS1,152.62625
MINOS1-NBL1,0.0
AL031727.1,174.01247
NBL1,181.34224
HTR6,0.0
TMCO4,4.685487
RNF186,0.97421
AL391883.1,0.09278191
OTUD3,3.154585
PLA2G2E,0.0
RN7SL304P,0.0
PLA2G2A,22.221268
PLA2G5,0.6958643
PLA2G2D,0.13917287
PLA2G2F,0.0
Z98257.1,0.0
PLA2G2C,0.0
UBXN10-AS1,0.6030824
UBXN10,0.46390954
LINC01757,0.0
Z98257.2,0.0
VWA5B1,0.0
AL020998.1,0.0
LINC01141,0.0
AL139254.1,0.0
AL139254.2,0.0
AL139254.3,0.046390954
CAMK2N1,16.05127
MUL1,11.922475
RPS4XP4,0.18556382
FAM43B,0.09278191
CDA,7.6545076
PINK1,16.329615
MIR6084,0.0
PINK1-AS,0.64947337
DDOST,56.133057
KIF17,3.989622
AL663074.2,0.046390954
SH2D5,0.09278191
AL663074.1,0.09278191
HP1BP3,87.215
EIF4G3,19.94811
RNU7-200P,0.0
MIR1256,0.0
RPS15AP6,0.83503723
AL627311.1,0.09278191
HSPE1P27,0.09278191
ECE1,73.43688
AL031005.1,0.6030824
AL031728.1,0.09278191
PPP1R11P1,0.0
AL592309.1,0.0
AL592309.2,0.0
NBPF2P,0.13917287
HS6ST1P1,0.0
CROCCP5,0.0
NBPF3,6.5411243
PFN1P10,0.0
ALPL,26.582018
AL359815.1,0.046390954
RAP1GAP,0.32473668
USP48,24.81916
AL590103.1,0.0
LDLRAD2,0.7886462
HSPG2,160.97662
AL590556.1,3.061803
AL590556.2,0.0
CELA3B,0.046390954
RN7SL386P,0.0
RNU6-1022P,0.0
CELA3A,0.0
RN7SL186P,0.046390954
RNU6-776P,0.0
LINC01635,0.23195477
LINC00339,9.139018
CDC42,228.15071
CDC42-IT1,3.200976
AL031281.1,0.0
AL031281.2,0.18556382
WNT4,17.396608
MIR4418,0.0
AL591122.1,0.046390954
AL591122.2,0.0
ZBTB40,6.0772147
ZBTB40-IT1,0.0
EPHA8,0.0
MIR6127,0.0
C1QA,2.2267659
C1QC,0.8814281
C1QB,1.3917286
EPHB2,2.969021
MIR4684,0.0
AL512444.1,0.0
MIR4253,0.0
LACTBL1,0.0
TEX46,0.046390954
KDM1A,11.64413
AL031428.1,0.09278191
MIR3115,0.0
MIR4419A,0.51030046
LUZP1,71.998764
AL161672.1,0.0
RNU6-514P,0.7422553
RNU6-135P,0.046390954
HTR1D,0.23195477
AL109936.1,0.0
LINC01355,2.0412018
AL109936.8,0.18556382
HNRNPR,85.86966
ZNF436,14.56676
ZNF436-AS1,2.7834573
Y_RNA-4,0.0
AL109936.2,0.13917287
TCEA3,13.685331
AL357134.1,0.13917287
ASAP3,6.633907
E2F2,0.6030824
AL021154.1,0.27834573
ID3,1356.5643
MDS2,0.37112764
AL451000.1,0.0
RPL11,1736.5527
ELOA,19.762547
ELOA-AS1,3.154585
PITHD1,34.375698
LYPLA2,27.463446
GALE,10.20601
HMGCL,16.190443
FUCA1,10.113228
CNR2,0.09278191
BTBD6P1,0.0
AL590609.3,0.0
MIR378F,0.0
AL590609.2,0.09278191
PNRC2,76.77703
SRSF10,109.018745
AL590609.1,2.0412018
AL591178.1,0.0
MYOM3,0.13917287
AL591178.2,0.0
IL22RA1,0.046390954
IFNLR1,0.046390954
AL590683.1,0.0
AL138902.1,0.0
GRHL3,0.046390954
STPG1,3.340149
NIPAL3,6.401952
RCAN3,5.6133056
AL445686.2,2.0412018
NCMAP,0.23195477
AL445686.1,0.0
Y_RNA-5,0.09278191
SRRM1,106.003334
AL445648.1,0.046390954
CLIC4,95.611755
RNU6-1208P,0.0
RUNX3,0.51030046
MIR6731,0.0
AL445471.1,0.0
AL445471.2,0.0
MIR4425,0.0
AL050344.1,0.0
AL121994.1,0.23195477
AL031432.1,1.066992
SYF2,155.82722
AL031432.4,2.2267659
AL031432.5,0.23195477
RSRP1,160.79105
AL031432.3,0.51030046
AL031432.2,0.51030046
RHD,0.0
SDHDP6,0.09278191
AL928711.1,0.09278191
TMEM50A,188.53284
RHCE,0.51030046
AL031284.1,0.09278191
TMEM57,20.040892
LDLRAP1,9.417364
AL606491.1,0.18556382
MAN1C1,9.510146
AL031280.1,5.5205235
SELENON,36.83442
AL020996.2,0.0
AL020996.1,0.6030824
MTFR1L,23.241867
AL020996.3,0.0
AUNIP,0.37112764
AL033528.2,1.159774
PAQR7,9.185409
Y_RNA-6,0.64947337
STMN1,155.03857
SNRPFP2,0.0
AL033528.1,0.37112764
MIR3917,0.0
PAFAH2,4.1287947
RNU6-110P,0.0
SCARNA17,0.0
SCARNA18,0.0
EXTL1,0.18556382
SLC30A2,0.23195477
AL391650.2,0.0
TRIM63,0.046390954
PDIK1L,2.4123297
FAM110D,48.339375
C1orf232,0.0
AL391650.1,0.23195477
ZNF593,43.050808
CNKSR1,0.97421
CATSPER4,0.0
AL355877.1,0.09278191
AL355877.3,0.046390954
CEP85,1.5772924
AL355877.2,0.0
SH3BGRL3,341.80856
UBXN11,4.5927043
CD52,5.984433
CRYBG2,0.0
AL451139.1,0.0
ZNF683,0.0
LIN28A,0.046390954
DHDDS,9.324582
AL513365.1,56.086666
AL513365.2,0.046390954
HMGN2,138.66257
DPPA2P2,0.046390954
RPS6KA1,4.221577
MIR1976,0.0
RN7SL679P,0.046390954
Y_RNA-7,0.0
RNU7-29P,0.0
AL627313.1,0.0
snoU13,0.0
AL627082.1,0.0
AL512408.1,0.51030046
ARID1A,36.092163
PIGV,5.010223
RN7SL165P,0.0
ZDHHC18,5.103005
SFN,4.036013
AL034380.1,0.046390954
GPN2,12.479167
GPATCH3,9.046236
NUDC,99.69416
NR0B2,0.046390954
KDF1,0.09278191
RPL12P13,1.066992
AL356390.1,0.27834573
OSTCP2,0.09278191
TRNP1,1.9020292
FAM46B,0.97421
SLC9A1,14.10285
AL590640.2,0.046390954
CHCHD3P3,0.0
NPM1P39,1.2061648
SNRPEP7,0.0
AL590640.1,0.046390954
WDTC1,8.535936
Y_RNA-8,0.0
FO393419.3,0.23195477
TMEM222,20.87593
RNU6-48P,0.0
ACTG1P20,0.13917287
SYTL1,0.7422553
MAP3K6,12.154429
FCN3,69.95756
CD164L2,0.09278191
FO393419.1,0.046390954
GPR3,1.2061648
WASF2,94.77672
FO393419.2,0.18556382
BX293535.1,0.7886462
AHDC1,24.076906
FGR,2.5051115
AL031729.1,5.195787
AL445490.2,0.8814281
IFI6,362.73087
AL445490.1,0.09278191
RNU6-949P,0.09278191
CHMP1AP1,0.0
RNU6-424P,0.0
FAM76A,9.834883
AL020997.1,0.7422553
RPEP3,0.0
STX12,39.33953
AL020997.2,3.154585
AL020997.3,0.0
RNU6-1245P,0.0
PPP1R8,22.082094
SCARNA1,0.0
THEMIS2,4.3607497
RPA2,29.458258
SMPDL3B,1.8092473
AL512288.1,0.046390954
XKR8,6.216388
EYA3,10.020446
AL512288.2,0.0
RN7SL559P,0.83503723
SPCS2P4,3.989622
AL137792.2,0.0
AL137792.1,0.0
RNU6-176P,0.0
PTAFR,20.597586
DNAJC8,98.07048
ATPIF1,164.73428
AL353622.1,0.23195477
AL353622.2,0.18556382
SESN2,15.169843
MED18,4.963832
PHACTR4,48.061028
Y_RNA-9,0.0
CR391992.1,1.1133829
RNU6ATAC27P,2.0412018
RCC1,21.293447
SNHG3,52.42178
SNORA73A,0.0
SNORA73B,0.27834573
PRDX3P2,0.0
AL513497.1,3.8504496
TRNAU1AP,24.308859
SNHG12,30.386076
SNORD99,5.984433
SNORA61,0.0
SNORA44,0.0
SNORA16A,0.0
SNORA16A-1,0.0
TAF12,37.29833
RAB42,1.1133829
LINC01715,0.6030824
AL360012.1,0.0
RNU11,1.4381196
GMEB1,9.556537
SCARNA24,0.0
YTHDF2,66.29268
OPRD1,0.046390954
AL009181.1,0.046390954
Y_RNA-10,0.0
EPB41,3.108194
AL138785.1,7.8400717
Y_RNA-11,0.0
Metazoa_SRP,0.0
TMEM200B,3.89684
AL357500.1,0.0
SRSF4,93.895294
uc_338,0.0
MECR,9.139018
AL590729.1,0.0
PTPRU,1.6700745
LINC01756,0.0
AL671862.1,0.0
AC092265.1,0.0
AL645944.2,0.0
AL645944.1,0.0
LINC01648,0.0
AL137076.1,0.0
AL021921.1,0.0
AL161638.2,0.0
AL161638.1,0.0
MATN1,0.51030046
MATN1-AS1,1.2061648
LAPTM5,4.4535317
MIR4420,0.0
AL137027.1,0.0
LINC01778,0.27834573
RN7SKP91,0.0
AL445235.1,0.0
SDC3,12.015257
RN7SL371P,0.0
PUM1,40.17457
AL356320.2,0.0
AL356320.1,0.0
SELENOWP1,0.0
AC114495.1,0.18556382
NKAIN1,0.0
SNRNP40,39.478703
AC114495.2,0.37112764
ZCCHC17,33.679832
AL451070.1,0.0
FABP3,2.2731566
SERINC2,6.030824
AC209007.1,0.0
RNU6-40P,0.0
LINC01225,0.0
Y_RNA-12,0.0
LINC01226,0.09278191
AC114488.1,0.09278191
TINAGL1,110.41048
HCRTR1,0.09278191
PEF1,42.67968
AC114488.2,0.18556382
AC114488.3,0.41751862
COL16A1,24.911943
ADGRB2,2.2267659
MIR4254,0.0
AL354919.2,0.0
SPOCD1,2.087593
AL354919.1,0.046390954
AL136115.2,0.41751862
PTP4A2,92.874695
AL136115.1,0.37112764
AL136115.3,0.0
KHDRBS1,95.47259
AL445248.1,0.46390954
TMEM39B,18.788336
MIR5585,0.18556382
Metazoa_SRP-1,0.09278191
KPNA6,22.73157
AL049795.2,0.0
TXLNA,23.149086
CCDC28B,23.056305
AL049795.1,0.13917287
IQCC,2.365939
DCDC2B,0.6030824
TMEM234,9.742101
EIF3I,139.31203
MTMR9LP,17.071873
FAM167B,161.25497
LCK,0.6958643
Metazoa_SRP-2,0.0
Y_RNA-13,0.0
HDAC1,65.08651
MARCKSL1,198.043
AL109945.1,0.09278191
TSSK3,0.32473668
FAM229A,2.4587207
BSDC1,25.700588
GAPDHP20,0.0
AL356986.1,0.0
LRRC37A12P,0.0
RN7SL122P,0.0
AL033529.1,0.0
ZBTB8B,0.32473668
ZBTB8A,6.958643
ZBTB8OS,35.9066
Y_RNA-14,0.0
RBBP4,54.648544
SYNC,14.010068
AC114489.1,0.09278191
KIAA1522,8.767891
YARS,18.41721
S100PBP,16.329615
FNDC5,0.046390954
HPCA,0.46390954
TMEM54,20.504803
RNF19B,12.664731
AL031602.1,0.09278191
AL355864.1,0.0
AL355864.2,0.046390954
AL020995.1,0.0
AK2,54.741325
Metazoa_SRP-3,0.27834573
AZIN2,2.8298483
AL662907.1,0.18556382
TRIM62,1.7164654
AL662907.2,0.0
AL662907.3,0.37112764
ZNF362,8.860672
AL513327.3,0.046390954
A3GALT2,0.0
AL513327.1,0.27834573
PHC2,24.865553
MIR3605,0.0
RN7SKP16,0.7886462
AL513327.2,0.0
TLR12P,0.0
ZSCAN20,1.2525557
AC115285.1,0.046390954
CSMD2,2.0412018
HSPD1P14,0.0
HMGB4,0.0
CSMD2-AS1,0.0
RNA5SP42,0.0
C1orf94,0.37112764
AC115286.1,0.0
MIR552,0.0
SMIM12,35.48908
GJB5,0.0
GJB4,0.046390954
AL121988.1,0.0
GJB3,0.6958643
GJA4,34.746826
AL122010.1,0.0
DLGAP3,0.6030824
AC114490.1,1.2525557
AC114490.2,0.046390954
TMEM35B,0.18556382
ZMYM6,7.376162
RPL12P45,0.0
ZMYM1,6.030824
EFCAB14P1,0.0
AL590434.1,0.64947337
SFPQ,180.04329
Y_RNA-15,0.09278191
ZMYM4,12.803904
RN7SL503P,0.0
SNORA62,0.32473668
RPL5P4,5.33496
ZMYM4-AS1,0.0
Metazoa_SRP-4,0.6958643
KIAA0319L,16.329615
AC004865.1,0.09278191
NCDN,4.9174414
AC004865.2,0.37112764
TFAP2E,0.18556382
PSMB2,121.729866
C1orf216,10.437965
CLSPN,3.8504496
AL354864.1,0.0
AGO4,5.5205235
AGO1,7.8400717
AL139286.1,0.0
AL139286.2,0.18556382
AGO3,26.350063
AL138787.2,0.0
AL138787.1,0.23195477
TEKT2,0.41751862
ADPRHL2,17.535782
COL8A2,2.8298483
TRAPPC3,62.30305
MAP7D1,54.69494
RN7SL131P,0.046390954
THRAP3,64.99373
UBE2V2P4,0.09278191
SH3D21,2.5978935
EVA1B,54.46298
AL591845.1,0.6030824
STK40,10.066837
LSM10,35.721035
RNU4-27P,0.0
OSCP1,2.7370663
SNORA63C,0.0
MRPS15,55.622757
CSF3R,0.09278191
FTLP18,0.0
AL596257.1,0.0
AC117945.2,0.0
AC117945.1,0.0
GRIK3,1.3453377
AL031430.1,0.0
MIR4255,0.0
RNU6-636P,0.0
AL353604.1,0.0
RNA5SP43,0.0
RPS29P6,0.0
LINC01137,2.7834573
ZC3H12A,67.127716
MIR6732,0.0
MEAF6,57.942303
MIR5581,0.0
SNIP1,7.7472897
FTH1P1,0.23195477
AL034379.1,4.3143587
DNALI1,8.628717
GNL2,20.41202
AL513220.1,0.046390954
RSPO1,1.9020292
C1orf109,8.9998455
CDCA8,2.6906755
EPHA10,0.32473668
Y_RNA-16,0.0
ACTN4P2,0.0
AL929472.1,0.0
